Dendrite: 0,Width,Timestep 1 (Luminosity (mid.)),Timestep 1 (Luminosity (ell.))
"[106.0, 6.0]",[26.5  1.5],125.4004,nan
"[106.0, 6.0]",[26.5  1.5],125.4004,114.90936363636364
"[106.0, 7.0]",[26.5   1.75],154.39749999999998,125.30705294117648
"[105.0, 8.0]",[26.25  2.  ],110.4019,125.30705294117648
"[105.0, 8.0]",[26.25  2.  ],110.4019,110.88633333333333
"[105.0, 9.0]",[26.25  2.25],126.40029999999999,110.62346153846153
"[105.0, 10.0]",[26.25  2.5 ],141.3988,109.18124999999999
"[104.0, 11.0]",[26.    2.75],51.9948,95.72279487179487
"[104.0, 12.0]",[26.  3.],49.995000000000005,94.44234761904761
"[104.0, 13.0]",[26.    3.25],61.99379999999999,93.62148666666667
"[104.0, 14.0]",[26.   3.5],78.9921,90.89905740740741
"[103.0, 15.0]",[25.75  3.75],54.9945,87.06094827586206
"[103.0, 16.0]",[25.75  4.  ],80.99189999999999,86.29565806451612
"[103.0, 17.0]",[25.75  4.25],104.40249999999999,86.89455820895522
"[103.0, 18.0]",[25.75  4.5 ],119.40100000000001,88.90319589041096
"[102.0, 19.0]",[25.5   4.75],116.40129999999999,87.96516753246753
"[102.0, 20.0]",[25.5  5. ],149.398,88.99899024390244
"[102.0, 21.0]",[25.5   5.25],148.39809999999997,89.32308850574712
"[102.0, 22.0]",[25.5  5.5],151.3978,90.26557096774194
"[101.0, 23.0]",[25.25  5.75],125.4004,90.09782989690721
"[101.0, 24.0]",[25.25  6.  ],149.398,90.17335784313724
"[101.0, 25.0]",[25.25  6.25],127.4002,90.27110277777777
"[100.0, 26.0]",[25.   6.5],103.40259999999999,89.79883063063063
"[100.0, 27.0]",[25.    6.75],125.4004,89.89181120689655
"[100.0, 28.0]",[25.  7.],146.3983,90.54950737704918
"[99.0, 29.0]",[24.75  7.25],97.4032,89.5589611111111
"[99.0, 30.0]",[24.75  7.5 ],112.4017,89.92390305343511
"[99.0, 31.0]",[24.75  7.75],132.3997,90.51198602941177
"[99.0, 32.0]",[24.75  8.  ],146.3983,91.50441126760563
"[98.0, 33.0]",[24.5   8.25],117.4012,91.11932397260274
"[98.0, 34.0]",[24.5  8.5],128.40009999999998,91.65575761589403
"[98.0, 35.0]",[24.5   8.75],146.3983,92.81535605095542
"[97.0, 36.0]",[24.25  9.  ],130.3999,92.36269565217391
"[97.0, 37.0]",[24.25  9.25],147.3982,92.95776927710844
"[97.0, 38.0]",[24.25  9.5 ],144.39849999999998,93.6336453488372
"[96.0, 39.0]",[24.    9.75],112.4017,93.48214
"[96.0, 40.0]",[24. 10.],115.40140000000001,93.04534166666667
"[96.0, 41.0]",[24.   10.25],100.40289999999999,92.85133387096774
"[95.0, 42.0]",[23.75 10.5 ],92.4037,92.26848783068782
"[95.0, 43.0]",[23.75 10.75],93.40359999999998,91.76048350515464
"[95.0, 44.0]",[23.75 11.  ],108.4021,91.548609
"[94.0, 45.0]",[23.5  11.25],79.992,91.0399881773399
"[94.0, 46.0]",[23.5 11.5],101.4028,90.72268028846155
"[94.0, 47.0]",[23.5  11.75],99.403,90.89440046948357
"[94.0, 48.0]",[23.5 12. ],132.3997,91.40413835616437
"[93.0, 49.0]",[23.25 12.25],98.4031,91.20313946188341
"[93.0, 50.0]",[23.25 12.5 ],130.3999,91.79777499999999
"[93.0, 51.0]",[23.25 12.75],128.40009999999998,93.05426837606836
"[92.0, 52.0]",[23. 13.],154.39749999999998,93.2912088235294
"[92.0, 53.0]",[23.   13.25],194.8064,94.21935473251028
"[92.0, 54.0]",[23.  13.5],152.3977,95.36619721115537
"[91.0, 55.0]",[22.75 13.75],143.3986,95.50010078431372
"[91.0, 56.0]",[22.75 14.  ],172.8086,95.73637142857142
"[91.0, 57.0]",[22.75 14.25],151.3978,96.01878969465648
"[91.0, 58.0]",[22.75 14.5 ],147.3982,96.34608037735849
"[90.0, 59.0]",[22.5  14.75],143.3986,96.81441143911438
"[90.0, 60.0]",[22.5 15. ],145.3984,97.33540510948905
"[90.0, 61.0]",[22.5  15.25],160.39690000000002,97.66462635379061
"[89.0, 62.0]",[22.25 15.5 ],151.3978,97.93655921985814
"[89.0, 63.0]",[22.25 15.75],137.3992,97.93300456140351
"[89.0, 64.0]",[22.25 16.  ],126.40029999999999,97.90522083333332
"[89.0, 65.0]",[22.25 16.25],116.40129999999999,97.05683333333332
"[88.0, 66.0]",[22.  16.5],116.40129999999999,96.99421733333332
"[88.0, 67.0]",[22.   16.75],137.3992,97.34806666666667
"[88.0, 68.0]",[22. 17.],158.3971,97.59694836601307
"[87.0, 69.0]",[21.75 17.25],123.4006,97.74417588424437
"[87.0, 70.0]",[21.75 17.5 ],165.3964,97.94022006369426
"[87.0, 71.0]",[21.75 17.75],147.3982,98.12123911671924
"[87.0, 72.0]",[21.75 18.  ],143.3986,98.27699125
"[86.0, 73.0]",[21.5  18.25],109.402,97.82285753846153
"[86.0, 74.0]",[21.5 18.5],100.40289999999999,97.82690579268291
"[86.0, 75.0]",[21.5  18.75],125.4004,97.77223716012084
"[86.0, 76.0]",[21.5 19. ],118.4011,97.6479377245509
"[85.0, 77.0]",[21.25 19.25],101.4028,97.39291120943952
"[85.0, 78.0]",[21.25 19.5 ],104.40249999999999,97.39300146198829
"[85.0, 79.0]",[21.25 19.75],114.4015,97.39768985507244
"[84.0, 80.0]",[21. 20.],96.4033,97.05140657142857
"[84.0, 81.0]",[21.   20.25],126.40029999999999,97.09571529745043
"[84.0, 82.0]",[21.  20.5],133.3996,97.15448061797753
"[84.0, 83.0]",[21.   20.75],130.3999,97.09134846796657
"[83.0, 84.0]",[20.75 21.  ],93.40359999999998,96.83401318681318
"[83.0, 85.0]",[20.75 21.25],117.4012,96.89203133514985
"[83.0, 86.0]",[20.75 21.5 ],121.4008,96.18232393617019
"[82.0, 87.0]",[20.5  21.75],100.40289999999999,95.83931921052631
"[82.0, 88.0]",[20.5 22. ],121.4008,96.14657859007832
"[82.0, 89.0]",[20.5  22.25],163.39659999999998,96.54597694300516
"[82.0, 90.0]",[20.5 22.5],178.808,97.17418611825191
"[81.0, 91.0]",[20.25 22.75],182.80759999999998,97.22977873417722
