,type,location,bgloc,area,distance,closest_Dend,Timestep 1 (mean),Timestep 1 (min),Timestep 1 (max),Timestep 1 (RawIntDen),Timestep 1 (IntDen),Timestep 1 (bg mean)
Spine: 0,0,[245 281],[305 152],[146.23099200000001],44.96542131364952,0,43.37539992890153,13,70,122015,6342.82776,8.000710984713828
Spine: 1,0,[497 360],[530 256],[59.00184],107.46875960039903,0,42.651982378854626,15,62,48410,2516.5454400000003,8.007929515418502
Spine: 2,0,[461 489],[412 640],[92.167632],108.61532588576348,0,38.57698815566836,16,61,68397,3555.549648,8.006204173716863
Spine: 3,0,[568 534],[518 656],[61.393104],141.13415875522577,0,36.575783234546996,16,54,43196,2245.500864,8.0
Spine: 4,0,[608 513],[596 577],[90.400176],142.18817260767344,0,52.435307648073604,17,94,91185,4740.16104,11.37492811960897
Spine: 5,0,[664 421],[712 290],[33.477696],151.79815330314437,0,37.32608695652174,15,63,24038,1249.591392,8.0
Spine: 6,0,[926 472],[971 325],[46.317744000000005],210.07009490080722,0,37.39393939393939,16,73,33318,1732.0029120000002,8.0
