,type,location,bgloc,area,distance,closest_Dend,Timestep 1 (mean),Timestep 1 (min),Timestep 1 (max),Timestep 1 (RawIntDen),Timestep 1 (IntDen),Timestep 1 (bg mean)
Spine: 0,0,[447  68],[448  31],[0.5900000000000001],1.0171316045777616,0,32.25101186440678,10,61,1902,19.028097000000002,0.847372881355932
Spine: 1,0,[455  76],[455  54],[0.6300000000000001],1.8526325654809186,0,29.552599999999998,10,47,1861,18.618138000000002,0.41265714285714283
Spine: 2,0,[474  77],[474  55],[0.45000000000000007],3.755213557972355,0,12.532079999999999,4,32,563,5.639436000000001,0.44439999999999996
Spine: 3,0,[351  75],[351  57],[0.6200000000000001],8.50849732938438,0,18.304620967741936,6,34,1134,11.348865000000004,0.016127419354838708
Spine: 4,0,[335  73],[335  47],[0.37000000000000005],10.123791973180971,0,13.431089189189189,4,27,496,4.9695030000000004,0.027024324324324323
Spine: 5,0,[303  66],[316  35],[0.4800000000000001],14.16795726721599,0,9.49905,1,24,455,4.559544000000001,0.02083125
Spine: 6,0,[275  62],[278  42],[0.4200000000000001],16.666269494567256,0,10.927478571428571,1,19,458,4.5895410000000005,0.023807142857142853
Spine: 7,0,[219  72],[217  87],[0.22000000000000003],22.085274122566876,0,10.6353,1,19,233,2.3397660000000005,0.04545
Spine: 8,0,[220  51],[225  24],[0.3600000000000001],22.78079247804112,0,10.637825,3,18,382,3.8296170000000007,0.194425
Spine: 9,0,[207  73],[202  93],[0.32000000000000006],23.15341313480367,0,12.842465624999999,2,23,410,4.109589000000001,0.0
Spine: 10,0,[180  62],[173  79],[0.8400000000000002],25.88908491191374,0,10.891767857142858,1,24,914,9.149085000000001,0.11903571428571427
Spine: 11,0,[181  45],[186  32],[0.6700000000000002],26.427601392627192,0,142.00481492537313,40,253,9514,95.14322600000001,0.8506611940298506
Spine: 12,0,[173  47],[174  42],[0.26000000000000006],27.07676169169543,0,70.7988923076923,26,111,1840,18.407712000000004,22.705919230769233
Spine: 13,0,[166  43],[167  34],[0.5100000000000001],27.87590251733342,0,14.194658823529414,4,31,723,7.239276000000002,1.0391117647058823
Spine: 14,0,[158  58],[154  81],[0.6200000000000001],28.35265958051896,0,15.192029032258064,3,29,941,9.419058000000001,6.354203225806452
Spine: 15,0,[155  65],[148 103],[0.30000000000000004],28.533498466554853,0,43.142783333333334,13,97,1294,12.942835000000002,8.19918
Spine: 16,0,[165  14],[188  10],[0.4300000000000001],29.08420790657918,0,11.789518604651162,2,24,506,5.0694930000000005,0.06976046511627906
Spine: 17,0,[155  29],[165  10],[0.37000000000000005],29.455598582933284,0,12.323091891891892,2,24,455,4.559544000000001,3.810429729729729
