,type,location,bgloc,area,distance,closest_Dend,Timestep 1 (mean),Timestep 1 (min),Timestep 1 (max),Timestep 1 (RawIntDen),Timestep 1 (IntDen),Timestep 1 (bg mean)
Spine: 0,0,[ 10 246],[ 18 250],[5.1425279999999995],0.38639254651196064,0,1922.225806451613,576,3521,119178,9885.100031999998,147.25806451612902
Spine: 1,0,[ 15 212],[ 10 197],[11.031551999999998],9.199100320849237,0,1938.6165413533834,461,3845,257836,21385.949183999997,92.3984962406015
Spine: 2,0,[ 31 224],[ 43 234],[6.967295999999999],9.494097292214628,0,1761.7142857142858,352,4095,147984,12274.384895999998,88.55952380952381
Spine: 3,0,[ 31 206],[ 24 196],[2.90304],13.112224244721691,0,1033.9714285714285,273,2159,36189,3001.6604159999997,102.31428571428572
Spine: 4,0,[ 35 199],[ 24 183],[2.7371519999999996],15.206916966817223,0,1390.090909090909,511,2427,45873,3804.8901119999996,74.27272727272727
Spine: 5,0,[ 52 193],[ 47 186],[4.313088],20.262376758042258,0,1136.0576923076924,261,2527,59075,4899.916799999999,139.80769230769232
Spine: 6,0,[ 80 184],[ 90 194],[2.5712639999999998],27.992312121503396,0,1741.741935483871,922,2638,53994,4478.478335999999,101.3225806451613
Spine: 7,0,[ 73 176],[ 68 171],[1.8247679999999997],28.195958874485125,0,1609.4545454545455,819,2321,35408,2936.8811519999995,497.1363636363636
Spine: 8,0,[ 71 169],[ 57 155],[4.396031999999999],29.21419263939375,0,1220.8490566037735,469,2024,64705,5366.891519999999,71.56603773584905
Spine: 9,0,[ 86 178],[ 94 188],[3.4836479999999996],30.65349002895914,0,1855.2380952380952,533,2770,77920,6462.996479999999,111.38095238095238
Spine: 10,0,[ 84 159],[ 73 139],[1.4100479999999997],33.103948722041814,0,703.5882352941177,224,1348,11961,992.0931839999998,62.411764705882355
Spine: 11,0,[ 90 167],[ 89 165],[3.4836479999999996],33.51767696294983,0,3003.0476190476193,1105,4095,126128,10461.560832,3646.2619047619046
Spine: 12,0,[107 163],[109 167],[1.9906559999999998],38.40740730460574,0,1869.25,1036,2609,44862,3721.0337279999994,669.6666666666666
Spine: 13,0,[114 164],[121 176],[3.9813119999999995],39.90449045472195,0,1133.8958333333333,508,2418,54427,4514.393088,197.77083333333334
Spine: 14,0,[108 150],[ 99 136],[3.0689279999999997],40.545985703735106,0,1198.2972972972973,169,2626,44337,3677.4881279999995,74.4054054054054
Spine: 15,0,[118 148],[113 141],[2.0736],43.34470976263454,0,1387.96,506,3113,34699,2878.0738559999995,138.68
Spine: 16,0,[129 137],[121 123],[6.054911999999999],47.63562615852105,0,1335.2602739726028,441,2552,97474,8084.883455999999,76.08219178082192
Spine: 17,0,[148 128],[143 109],[6.718463999999999],52.96917925536034,0,780.716049382716,157,2415,63238,5245.212672,63.30864197530864
Spine: 18,0,[158 143],[161 157],[3.1518719999999996],54.715435755621954,0,848.5263157894736,294,1473,32244,2674.4463359999995,150.18421052631578
Spine: 19,0,[165 126],[158 111],[3.31776],58.75254861269181,0,1084.025,397,2238,43361,3596.5347839999995,69.95
Spine: 20,0,[175 137],[179 148],[4.313088],59.622322423954614,0,1311.9807692307693,563,2023,68223,5658.688512,133.96153846153845
Spine: 21,0,[171 118],[160  94],[4.064255999999999],60.71899375119902,0,410.85714285714283,159,1157,20132,1669.8286079999998,60.12244897959184
Spine: 22,0,[187 134],[193 148],[6.884351999999999],63.171933938850366,0,1409.9759036144578,420,3255,117028,9706.770432,97.74698795180723
Spine: 23,0,[183 117],[175  99],[5.640191999999999],63.97085581593252,0,539.5441176470588,181,1765,36689,3043.1324159999995,64.13235294117646
