,type,location,bgloc,area,distance,closest_Dend,Timestep 1 (mean),Timestep 1 (min),Timestep 1 (max),Timestep 1 (RawIntDen),Timestep 1 (IntDen),Timestep 1 (bg mean)
Spine: 0,0,[ 19 414],[ 16 402],[1.5759359999999998],4.28852465720086,0,1323.578947368421,409,2977,25148,2085.8757119999996,108.78947368421052
Spine: 1,0,[ 24 412],[ 22 397],[2.156544],5.6159095743903364,0,1396.3461538461538,264,2431,36305,3011.2819199999994,392.3076923076923
Spine: 2,0,[ 33 386],[ 22 323],[3.8983679999999996],9.544448145634313,0,879.8297872340426,282,1835,41352,3429.9002879999994,54.53191489361702
Spine: 3,0,[ 45 425],[ 47 442],[10.036223999999999],11.106896120984427,0,1522.0247933884298,194,3854,184165,15275.381759999998,151.69421487603304
Spine: 4,0,[ 45 406],[ 39 389],[4.478975999999999],12.433177649351766,0,1780.1851851851852,727,3408,96130,7973.406719999999,614.5185185185185
Spine: 5,0,[ 54 408],[ 51 399],[5.723135999999999],14.657644219944999,0,2627.9710144927535,1268,3813,181330,15040.235519999998,1013.2898550724638
Spine: 6,0,[ 59 425],[ 66 450],[0.9953279999999999],14.697204062362216,0,1327.25,475,2392,15927,1321.0490879999998,117.08333333333333
Spine: 7,0,[ 59 421],[ 64 439],[1.4929919999999999],15.0136828017,0,2530.5555555555557,1083,3506,45550,3778.0991999999997,161.5
Spine: 8,0,[ 64 397],[ 59 372],[5.723135999999999],18.00765607991653,0,838.1739130434783,185,2526,57834,4796.983295999999,61.52173913043478
Spine: 9,0,[ 82 442],[ 97 502],[10.367999999999999],20.25233601470432,0,635.24,187,1662,79405,6586.168319999999,54.344
Spine: 10,0,[ 85 429],[ 99 473],[2.3224319999999996],21.29794371365325,0,1697.8214285714287,916,2421,47539,3943.0748159999994,55.142857142857146
Spine: 11,0,[ 81 427],[ 93 465],[2.90304],21.844385293330355,0,2161.9714285714285,338,3957,75669,6276.289535999999,60.4
Spine: 12,0,[ 58 314],[ 10 135],[16.671743999999997],24.394445998490127,0,1828.726368159204,345,4095,367574,30488.057855999996,55.67164179104478
Spine: 13,0,[111 423],[116 470],[7.216127999999999],30.34231033345542,0,2263.4712643678163,304,4095,196922,16333.498367999999,61.87356321839081
Spine: 14,0,[109 394],[107 383],[8.709119999999999],30.806696379757426,0,973.4761904761905,249,2718,102215,8478.120959999998,817.2095238095238
Spine: 15,0,[152 448],[138 502],[8.709119999999999],44.95857836015345,0,698.1714285714286,154,2896,73308,6080.458752,54.4
Spine: 16,0,[168 446],[154 502],[10.699775999999998],51.179448493516816,0,1349.4651162790697,398,3255,174081,14438.974463999999,54.47286821705426
Spine: 17,0,[182 420],[177 443],[4.810751999999999],52.61645060552215,0,771.2931034482758,399,1668,44735,3710.4998399999995,301.13793103448273
Spine: 18,0,[197 402],[198 385],[7.713791999999999],56.07514199141053,0,517.3118279569892,147,1700,48110,3990.4358399999996,58.97849462365591
Spine: 19,0,[227 419],[237 445],[11.943935999999999],63.66352800537482,0,458.5,127,1331,66024,5476.294655999999,64.11111111111111
Spine: 20,0,[244 382],[232 367],[9.206783999999999],75.31506213246922,0,734.7927927927927,126,2532,81562,6765.078527999999,60.26126126126126
Spine: 21,0,[254 378],[246 368],[5.5572479999999995],76.03471082725191,0,1620.2835820895523,205,4095,108559,9004.317695999998,86.86567164179104
Spine: 22,0,[263 375],[258 365],[5.889023999999999],78.26586973440433,0,2002.8450704225352,312,4095,142202,11794.802687999998,114.02816901408451
Spine: 23,0,[280 363],[271 342],[12.4416],84.14953837942731,0,1553.4666666666667,312,3998,233020,19327.610879999997,59.846666666666664
Spine: 24,0,[301 366],[298 359],[2.7371519999999996],89.86299827972601,0,1799.878787878788,682,3343,59396,4926.541823999999,215.36363636363637
Spine: 25,0,[329 365],[339 380],[6.718463999999999],96.5066655506584,0,1609.2592592592594,458,3778,130350,10811.750399999999,64.37037037037037
Spine: 26,0,[327 343],[315 331],[10.699775999999998],100.12392299430918,0,1024.4031007751937,189,2562,132148,10960.883711999999,64.35658914728683
Spine: 27,0,[345 350],[353 363],[3.4836479999999996],102.9454288789855,0,763.7857142857143,186,1568,32079,2660.7605759999997,62.833333333333336
Spine: 28,0,[366 320],[358 306],[2.6542079999999997],112.58327379914805,0,1282.1875,329,2428,41030,3403.1923199999997,67.09375
Spine: 29,0,[378 339],[392 364],[15.178751999999998],112.78770431417843,0,1719.0983606557377,372,4095,314595,26093.767679999997,56.57377049180328
Spine: 30,0,[397 321],[406 336],[14.100479999999997],120.11045092089496,0,1804.7823529411764,397,4095,306813,25448.297472,72.37058823529412
Spine: 31,0,[420 308],[428 324],[11.61216],127.86590044672981,0,1318.8642857142856,245,4095,184641,15314.863103999998,69.68571428571428
Spine: 32,0,[431 299],[437 311],[2.5712639999999998],131.92342275820363,0,1468.4193548387098,399,2760,45521,3775.6938239999995,100.96774193548387
Spine: 33,0,[449 296],[465 317],[11.61216],136.28497306828342,0,1041.6285714285714,224,2878,145828,12095.557631999998,56.01428571428571
Spine: 34,0,[443 272],[436 256],[3.8154239999999997],142.04313321119017,0,725.304347826087,201,1697,33364,2767.3436159999997,64.54347826086956
Spine: 35,0,[471 261],[465 249],[2.156544],149.27812485939208,0,1255.4615384615386,387,2190,32642,2707.4580479999995,101.11538461538461
Spine: 36,0,[491 267],[498 281],[3.8154239999999997],151.59648013846385,0,1717.3695652173913,615,3168,78999,6552.493055999999,79.1086956521739
