,type,location,bgloc,area,distance,closest_Dend,Timestep 1 (mean),Timestep 1 (min),Timestep 1 (max),Timestep 1 (RawIntDen),Timestep 1 (IntDen),Timestep 1 (bg mean)
Spine: 0,0,[133 616],[148 678],[40.339584],22.98400373331493,0,63.88659793814433,18,134,49576,2577.158784,8.521907216494846
Spine: 1,0,[160 608],[175 668],[45.797904],26.19129483879539,0,109.24290578887627,22,203,96243,5003.096112,8.91032917139614
Spine: 2,0,[208 521],[192 449],[77.352192],41.461681984535964,0,106.53091397849462,33,185,158518,8240.399712,8.68010752688172
Spine: 3,0,[280 505],[327 380],[101.36880000000001],50.98032603642788,0,69.12410256410256,14,116,134792,7007.027328,9.0
Spine: 4,0,[280 648],[247 783],[94.974768],60.60345506431978,0,54.673782156540774,15,95,99889,5192.629776000001,8.852216748768473
Spine: 5,0,[366 653],[366 775],[74.389104],76.81247530720019,0,47.575821104122994,16,89,68081,3539.1227040000003,9.0
Spine: 6,0,[449 664],[421 765],[114.572736],99.74683744497463,0,58.00181488203267,19,96,127836,6645.426624000001,9.0
Spine: 7,0,[485 664],[490 768],[98.665632],104.20365087182446,0,69.42413066385669,15,108,131767,6849.7757280000005,10.067439409905163
Spine: 8,0,[617 680],[638 857],[149.817888],132.8389492243212,0,86.66134628730049,22,161,249758,12983.419872,9.943095072866065
Spine: 9,0,[649 536],[634 440],[58.274064],144.3436559750121,0,54.25423728813559,17,99,60819,3161.614896,8.243532560214094
Spine: 10,0,[689 675],[716 862],[38.572128],148.75561574277737,0,38.34231805929919,17,62,28450,1478.9448,10.623989218328841
Spine: 11,0,[753 670],[779 856],[62.016912000000005],163.57059384789156,0,110.93461860854987,37,200,132345,6879.822480000001,8.15674769488684
Spine: 12,0,[829 533],[834 463],[99.54936000000001],186.01313441677297,0,95.5733681462141,24,162,183023,9514.267632000001,8.819843342036554
Spine: 13,0,[891 549],[909 490],[91.907712],196.3485099774084,0,92.47624434389141,26,135,163498,8499.280032,19.384049773755656
Spine: 14,0,[865 637],[828 753],[72.049824],196.67494212989638,0,81.94444444444444,19,144,113575,5904.0828,9.980519480519481
Spine: 15,0,[936 525],[974 397],[84.785904],204.64126954315194,0,78.0116492949111,15,127,127237,6614.288208,8.065603923973022
Spine: 16,0,[971 573],[1014  510],[70.542288],212.4269503939015,0,49.137067059690494,18,81,66679,3466.241136,8.926605504587156
Spine: 17,0,[942 665],[900 755],[100.74499200000001],221.09627222038569,0,60.63415892672859,16,107,117509,6108.587856,9.205882352941176
