Dendrite: 0,Width,Timestep 1 (Luminosity (mid.)),Timestep 1 (Luminosity (ell.))
"[106.0, 503.0]",[ 26.5  125.75],253.80049999999997,nan
"[106.0, 503.0]",[ 26.5  125.75],253.80049999999997,253.80049999999997
"[106.0, 502.0]",[ 26.5 125.5],253.80049999999997,253.80049999999997
"[106.0, 501.0]",[ 26.5  125.25],253.80049999999997,253.80049999999997
"[106.0, 501.0]",[ 26.5  125.25],253.80049999999997,253.80049999999994
"[106.0, 500.0]",[ 26.5 125. ],253.80049999999997,253.80049999999997
"[106.0, 499.0]",[ 26.5  124.75],253.80049999999997,253.80049999999997
"[106.0, 498.0]",[ 26.5 124.5],253.80049999999997,253.80049999999997
"[106.0, 497.0]",[ 26.5  124.25],253.80049999999997,253.80049999999997
"[106.0, 496.0]",[ 26.5 124. ],253.80049999999997,253.80049999999994
"[106.0, 495.0]",[ 26.5  123.75],253.80049999999997,253.80049999999997
"[106.0, 494.0]",[ 26.5 123.5],253.80049999999997,253.80049999999997
"[106.0, 493.0]",[ 26.5  123.25],253.80049999999997,253.80049999999994
"[106.0, 492.0]",[ 26.5 123. ],253.80049999999997,253.77669285714285
"[106.0, 491.0]",[ 26.5  122.75],253.80049999999997,253.69680666666665
"[106.0, 490.0]",[ 26.5 122.5],248.801,253.68245624999997
"[106.0, 489.0]",[ 26.5  122.25],253.80049999999997,253.68939999999995
"[106.0, 488.0]",[ 26.5 122. ],253.80049999999997,253.6955722222222
"[106.0, 487.0]",[ 26.5  121.75],253.80049999999997,253.63677368421048
"[106.0, 486.0]",[ 26.5 121.5],253.80049999999997,253.52274999999997
"[106.0, 485.0]",[ 26.5  121.25],253.80049999999997,253.49365238095237
"[106.0, 484.0]",[ 26.5 121. ],253.80049999999997,253.4571
"[106.0, 483.0]",[ 26.5  120.75],253.80049999999997,253.4720304347826
"[106.0, 482.0]",[ 26.5 120.5],253.80049999999997,253.4720304347826
"[106.0, 482.0]",[ 26.5 120.5],253.80049999999997,253.48571666666666
"[106.0, 481.0]",[ 26.5  120.25],253.80049999999997,253.45386799999997
"[106.0, 480.0]",[ 26.5 120. ],253.80049999999997,253.4672
"[106.0, 479.0]",[ 26.5  119.75],253.80049999999997,253.47954444444443
"[106.0, 478.0]",[ 26.5 119.5],253.80049999999997,253.4791035714285
"[106.0, 477.0]",[ 26.5  119.25],253.80049999999997,253.4762081081081
"[106.0, 476.0]",[ 26.5 119. ],253.80049999999997,253.46594699248118
"[106.0, 475.0]",[ 26.5  118.75],253.80049999999997,253.4525494505494
"[106.0, 474.0]",[ 26.5 118.5],253.80049999999997,253.4398217857143
"[106.0, 473.0]",[ 26.5  118.25],253.80049999999997,253.448618815331
"[106.0, 472.0]",[ 26.5 118. ],253.80049999999997,253.45019489795914
"[106.0, 471.0]",[ 26.5  117.75],253.80049999999997,253.4317661129568
"[106.0, 470.0]",[ 26.5 117.5],253.80049999999997,253.43040714285712
"[106.0, 469.0]",[ 26.5  117.25],253.80049999999997,253.4386314285714
"[106.0, 468.0]",[ 26.5 117. ],253.80049999999997,253.44428562499996
"[106.0, 467.0]",[ 26.5  116.75],253.80049999999997,253.45191100917427
"[106.0, 466.0]",[ 26.5 116.5],253.80049999999997,253.45921676646702
"[106.0, 465.0]",[ 26.5  116.25],253.80049999999997,253.46622258064517
"[106.0, 464.0]",[ 26.5 116. ],253.80049999999997,253.47294655172408
"[106.0, 463.0]",[ 26.5  115.75],253.80049999999997,253.47940535211262
"[106.0, 462.0]",[ 26.5 115.5],253.80049999999997,253.48561436464087
"[106.0, 461.0]",[ 26.5  115.25],253.80049999999997,253.49158780487807
"[106.0, 460.0]",[ 26.5 115. ],253.80049999999997,253.4973388297872
"[106.0, 459.0]",[ 26.5  114.75],253.80049999999997,253.50287963446473
"[106.0, 458.0]",[ 26.5 114.5],253.80049999999997,253.50822153846153
"[106.0, 457.0]",[ 26.5  114.25],253.80049999999997,253.51337506297227
"[106.0, 456.0]",[ 26.5 114. ],253.80049999999997,253.51834999999997
"[106.0, 455.0]",[ 26.5  113.75],253.80049999999997,253.52315547445255
"[106.0, 454.0]",[ 26.5 113.5],253.80049999999997,253.50866315789472
"[106.0, 453.0]",[ 26.5  113.25],253.80049999999997,253.47582658823532
"[106.0, 452.0]",[ 26.5 113. ],253.80049999999997,253.43648110599074
"[106.0, 451.0]",[ 26.5  112.75],253.80049999999997,253.4173183673469
"[106.0, 450.0]",[ 26.5 112.5],253.80049999999997,253.33402879464288
"[106.0, 449.0]",[ 26.5  112.25],247.8011,253.30164879120878
"[106.0, 448.0]",[ 26.5 112. ],253.80049999999997,253.29622142857144
"[106.0, 447.0]",[ 26.5  111.75],253.80049999999997,253.27806830835115
"[106.0, 446.0]",[ 26.5 111.5],253.80049999999997,253.24570316455697
"[106.0, 445.0]",[ 26.5  111.25],253.80049999999997,253.23922557172557
"[106.0, 444.0]",[ 26.5 111. ],253.80049999999997,253.24727663934428
