,type,location,bgloc,area,distance,closest_Dend,Timestep 1 (mean),Timestep 1 (min),Timestep 1 (max),Timestep 1 (RawIntDen),Timestep 1 (IntDen),Timestep 1 (bg mean)
Spine: 0,0,[ 19 237],[ 10 212],[0.5270760000000001],1.2241158514371728,0,54.171465289256204,21,96,6554,28.552479238800007,2.957903305785124
Spine: 1,0,[ 48 221],[ 38 192],[0.38768400000000003],3.2754843407374032,0,27.30772471910112,6,67,2430,10.58676795,2.3055134831460675
Spine: 2,0,[ 59 242],[ 61 257],[0.33541200000000004],3.6203151372923967,0,49.62117662337662,20,89,3820,16.6435380936,3.9775844155844156
Spine: 3,0,[ 60 223],[ 60 201],[0.41817600000000005],3.8916589465489695,0,33.072903125,13,72,3174,13.830294337200002,6.992746875000001
Spine: 4,0,[ 66 245],[ 66 267],[0.32670000000000005],4.15565894654897,0,23.414132,5,38,1756,7.6493969244,2.9933133333333335
Spine: 5,0,[ 66 245],[ 66 267],[0.32670000000000005],4.15565894654897,0,23.414132,5,38,1756,7.6493969244,2.9933133333333335
Spine: 6,0,[ 74 240],[ 74 252],[0.33541200000000004],4.68365894654897,0,48.27001558441559,11,106,3716,16.1903424672,5.059337662337662
Spine: 7,0,[ 75 221],[ 75 195],[0.40946400000000005],4.74965894654897,0,38.10370106382979,9,72,3581,15.602093852400003,3.1993223404255318
Spine: 8,0,[ 90 245],[ 89 266],[0.44431200000000004],5.767025005976778,0,30.920599999999997,9,58,3153,13.7383936272,2.4492549019607845
Spine: 9,0,[ 96 222],[101 201],[0.43124400000000007],7.5152879196424855,0,38.409150505050505,9,75,3802,16.563715700400003,2.6601717171717176
Spine: 10,0,[127 226],[135 202],[0.44866800000000007],7.943225332136546,0,53.71023300970873,11,114,5532,24.098062824,2.790574757281554
Spine: 11,0,[133 252],[123 268],[0.331056],9.004444766809108,0,47.95046842105263,11,117,3644,15.874290273600002,2.8884881578947366
Spine: 12,0,[153 246],[153 236],[0.5401440000000001],10.234912187052513,0,77.71115322580646,26,151,9636,41.97521314800001,15.178345967741937
Spine: 13,0,[187 259],[191 279],[0.4878720000000001],12.239980377743569,0,42.09705446428571,17,88,4714,20.537974155600004,3.14675
Spine: 14,0,[194 239],[191 221],[0.28749600000000003],12.921348472094927,0,31.651018181818184,5,74,2088,9.099541123200002,4.092543939393939
Spine: 15,0,[219 271],[219 317],[0.40075200000000005],14.48867085332669,0,117.32174130434784,51,211,10793,47.01692247120001,2.0216934782608695
Spine: 16,0,[231 255],[231 269],[0.34848],15.28067085332669,0,66.38916375000001,29,122,5311,23.135295783600007,14.293078750000001
Spine: 17,0,[244 226],[244 182],[0.36590400000000006],16.138670853326687,0,36.90762142857143,11,78,3100,13.504646311200002,2.262017857142857
Spine: 18,0,[253 263],[248 288],[0.40946400000000005],16.884902137655086,0,50.64198617021277,19,93,4760,20.736070225200002,2.9771712765957448
Spine: 19,0,[254 241],[256 223],[0.396396],17.036806801925238,0,31.68067032967033,11,66,2882,12.558090996000002,4.01708021978022
Spine: 20,0,[273 246],[278 229],[0.331056],17.922516140763072,0,70.06824605263158,30,109,5325,23.196513265200004,7.143719736842106
Spine: 21,0,[297 268],[294 284],[0.5227200000000001],19.82453734115381,0,39.157601666666665,11,91,4698,20.4684615432,5.325466666666667
Spine: 22,0,[308 273],[308 297],[0.4878720000000001],20.474147178388023,0,42.751091964285706,9,105,4788,20.857060738799998,2.4806598214285716
Spine: 23,0,[314 247],[314 219],[0.37026000000000003],21.002147178388018,0,61.76787882352942,15,121,5250,22.870174813200006,3.7551635294117647
Spine: 24,0,[325 277],[331 310],[0.46173600000000004],21.400856640048403,0,76.48011698113208,29,142,8106,35.31362329440001,1.9670783018867926
Spine: 25,0,[333 281],[340 324],[0.49222800000000005],21.873114196896353,0,57.77686017699115,11,137,6528,28.439388331200004,1.3973486725663715
Spine: 26,0,[333 249],[327 233],[0.34412400000000004],22.35518425956996,0,76.21259746835443,23,137,6020,26.226583891200004,5.7671620253164555
Spine: 27,0,[341 245],[334 228],[0.35283600000000004],22.961464480266518,0,48.801754320987655,13,99,3952,17.219015787600004,4.1642469135802465
Spine: 28,0,[354 228],[344 188],[0.35719200000000007],23.98747406596079,0,59.49916585365853,21,107,4878,21.252626049600003,1.8822243902439024
Spine: 29,0,[364 252],[366 261],[0.396396],24.243591685999156,0,75.53078021978021,15,161,6873,29.940099156000002,8.219297802197802
Spine: 30,0,[371 252],[374 265],[0.257004],24.6917975210663,0,80.57623898305084,21,149,4753,20.7084157236,4.3009491525423735
Spine: 31,0,[395 251],[403 271],[0.50094],26.147375998909855,0,158.90780434782607,59,243,18274,79.60327551,3.2142234782608696
Spine: 32,0,[405 225],[397 209],[0.274428],27.445735197136816,0,99.79294444444444,25,176,6286,27.385978158000004,4.372166666666667
Spine: 33,0,[441 233],[443 247],[0.28314000000000006],29.562010705336093,0,74.29734615384615,31,126,4829,21.03655059,14.327086153846153
Spine: 34,0,[445 240],[448 269],[0.4225320000000001],29.782422911921383,0,47.145890721649494,23,93,4573,19.920647498400005,5.457578350515464
Spine: 35,0,[446 215],[439 194],[0.34412400000000004],30.80880421667701,0,66.28079746835444,20,133,5236,22.808813148000002,11.566400000000002
Spine: 36,0,[463 239],[469 272],[0.9147600000000001],30.88566036275914,0,20.48305238095238,5,45,4301,18.737076996000003,2.300204285714286
