,type,location,bgloc,area,distance,closest_Dend,Timestep 1 (mean),Timestep 1 (min),Timestep 1 (max),Timestep 1 (RawIntDen),Timestep 1 (IntDen),Timestep 1 (bg mean)
Spine: 0,0,[11 46],[10 53],[3.2348159999999995],6.829808414372184,0,1074.871794871795,384,1903,41920,3477.0124799999994,471.8974358974359
Spine: 1,0,[27 43],[40 34],[5.723135999999999],8.557665451214541,0,1690.4347826086957,311,4095,116640,9674.58816,84.20289855072464
Spine: 2,0,[14 55],[10 65],[2.90304],9.35643373377887,0,966.8571428571429,334,1960,33840,2806.8249599999995,154.05714285714285
Spine: 3,0,[29 71],[19 77],[2.2394879999999997],15.69723110498126,0,2652.777777777778,996,4095,71625,5940.864,164.11111111111111
Spine: 4,0,[ 46 101],[ 30 112],[4.478975999999999],25.32768554636792,0,3524.962962962963,1623,4095,190348,15788.224511999999,609.6296296296297
Spine: 5,0,[ 54 108],[ 40 121],[5.1425279999999995],27.954415479764183,0,3273.951612903226,1341,4095,202985,16836.38784,159.96774193548387
Spine: 6,0,[ 52 121],[ 24 150],[5.5572479999999995],30.131735547592644,0,880.0895522388059,249,2542,58966,4890.8759039999995,305.5970149253731
Spine: 7,0,[ 73 100],[86 86],[6.552575999999999],30.30625356829645,0,2034.0506329113923,410,4095,160690,13328.271359999999,393.44303797468353
Spine: 8,0,[ 73 126],[ 60 139],[7.796735999999999],35.54616135784958,0,1780.1382978723404,374,4095,167333,13879.268352,109.38297872340425
Spine: 9,0,[ 76 134],[ 58 152],[7.630847999999999],37.786275640648554,0,1376.2065217391305,409,3018,126611,10501.622784,196.95652173913044
Spine: 10,0,[105 147],[ 98 157],[4.810751999999999],46.07469446495088,0,2148.9137931034484,426,4095,124637,10337.891327999998,121.10344827586206
Spine: 11,0,[131 146],[141 131],[6.137855999999999],52.95885831153172,0,1608.4864864864865,288,4095,119028,9872.658431999998,65.27027027027027
Spine: 12,0,[137 153],[145 142],[7.547903999999999],54.62925831153172,0,2328.285714285714,603,4095,211874,17573.677055999997,105.56043956043956
Spine: 13,0,[129 170],[115 188],[5.474303999999999],55.72365831153173,0,1828.7878787878788,278,4095,120700,10011.340799999998,56.621212121212125
Spine: 14,0,[136 170],[127 182],[6.967295999999999],57.2741926652361,0,2577.404761904762,500,4095,216502,17957.541887999996,98.82142857142857
Spine: 15,0,[176 181],[180 170],[6.8014079999999995],70.20260234701865,0,2325.4268292682927,572,4095,190685,15816.176639999998,167.8048780487805
Spine: 16,0,[185 188],[188 183],[3.8154239999999997],71.87500611007552,0,1631.608695652174,491,3598,75054,6225.278976,276.7826086956522
Spine: 17,0,[170 177],[175 164],[5.9719679999999995],72.24467999085304,0,2225.7361111111113,622,4095,160253,13292.024832,98.79166666666667
Spine: 18,0,[195 192],[197 184],[3.9813119999999995],75.1980992460669,0,2012.8333333333333,580,4095,96616,8013.717503999999,201.14583333333334
Spine: 19,0,[190 209],[180 234],[10.367999999999999],75.6116431454307,0,1947.728,533,4095,243466,20194.043904,1125.688
Spine: 20,0,[221 198],[225 185],[4.893695999999999],82.81252917753115,0,2115.7966101694915,583,3872,124832,10354.065407999999,92.47457627118644
Spine: 21,0,[226 201],[229 191],[5.39136],84.52008637191504,0,2377.769230769231,591,4095,154555,12819.409919999998,210.26153846153846
Spine: 22,0,[226 201],[229 191],[5.39136],84.52008637191504,0,2377.769230769231,591,4095,154555,12819.409919999998,210.26153846153846
Spine: 23,0,[233 219],[225 229],[5.5572479999999995],88.79616952663197,0,1974.2985074626865,505,4095,132278,10971.666431999998,86.68656716417911
Spine: 24,0,[261 220],[273 205],[7.879679999999999],95.326625214074,0,1604.6736842105263,400,3574,152444,12644.315136,64.03157894736842
Spine: 25,0,[254 211],[269 192],[7.133183999999999],95.58474756401873,0,1176.8720930232557,256,2878,101211,8394.845184,56.33720930232558
Spine: 26,0,[276 232],[296 216],[5.1425279999999995],100.12387083172885,0,1014.0322580645161,342,2978,62870,5214.68928,72.19354838709677
Spine: 27,0,[266 249],[256 254],[2.9859839999999997],103.71598607979755,0,1171.75,327,2432,42183,3498.8267519999995,100.83333333333333
Spine: 28,0,[278 252],[283 248],[1.9906559999999998],104.99284000750875,0,2030.5416666666667,835,4022,48733,4042.1099519999993,310.4583333333333
Spine: 29,0,[274 270],[256 281],[7.547903999999999],108.66717410730466,0,568.1648351648352,117,1595,51703,4288.453632,57.48351648351648
Spine: 30,0,[294 283],[286 295],[2.8200959999999995],114.31265448724962,0,1255.264705882353,457,3044,42679,3539.9669759999997,64.11764705882354
Spine: 31,0,[324 277],[332 255],[6.469631999999999],121.40639585254833,0,689.5769230769231,199,1624,53787,4461.3089279999995,57.85897435897436
Spine: 32,0,[335 290],[338 282],[1.4929919999999999],125.70238893091033,0,1195.2222222222222,404,2630,21514,1784.4572159999998,107.61111111111111
Spine: 33,0,[350 289],[361 269],[5.80608],129.2317677846199,0,471.6857142857143,118,1440,33018,2738.6449919999995,54.871428571428574
Spine: 34,0,[353 311],[346 322],[2.7371519999999996],133.08140392795258,0,1242.4848484848485,250,3385,41002,3400.8698879999997,71.93939393939394
Spine: 35,0,[371 325],[361 342],[6.63552],139.48583287958667,0,689.55,176,1807,55164,4575.522816,56.45
Spine: 36,0,[395 317],[404 303],[5.059583999999999],144.6976873062526,0,512.9672131147541,136,1524,31291,2595.4007039999997,58.704918032786885
Spine: 37,0,[386 318],[388 314],[4.313088],146.63948786382934,0,1602.1153846153845,449,3593,83310,6910.06464,454.9807692307692
Spine: 38,0,[412 350],[402 363],[5.474303999999999],153.66340869424977,0,1850.1515151515152,389,4095,122110,10128.291839999998,81.18181818181819
Spine: 39,0,[418 353],[411 366],[6.718463999999999],155.309865946626,0,1536.962962962963,355,3239,124494,10326.030335999998,217.1604938271605
Spine: 40,0,[460 356],[483 337],[7.547903999999999],164.97350813953528,0,1418.1868131868132,411,3447,129055,10704.337919999998,54.37362637362637
Spine: 41,0,[458 377],[462 375],[3.4836479999999996],169.25862409972393,0,1026.6190476190477,396,1871,43118,3576.3793919999994,282.9761904761905
Spine: 42,0,[463 412],[449 414],[5.5572479999999995],179.71790029788906,0,1111.0149253731342,229,3188,74438,6174.185471999999,64.3731343283582
Spine: 43,0,[486 432],[502 428],[7.879679999999999],186.24608254970005,0,1497.3052631578948,454,3250,142244,11798.286336,63.27368421052632
