Dendrite: 0,Width,Timestep 1 (Luminosity (mid.)),Timestep 1 (Luminosity (ell.))
"[112.0, 130.0]",[28.  32.5],45.9954,nan
"[112.0, 130.0]",[28.  32.5],45.9954,47.3286
"[112.0, 131.0]",[28.   32.75],55.9944,48.19576818181818
"[112.0, 132.0]",[28. 33.],52.9947,48.19576818181818
"[112.0, 132.0]",[28. 33.],52.9947,54.77779375
"[111.0, 133.0]",[27.75 33.25],35.9964,46.7042243902439
"[111.0, 134.0]",[27.75 33.5 ],40.9959,47.005461702127654
"[111.0, 135.0]",[27.75 33.75],52.9947,49.675191525423735
"[111.0, 136.0]",[27.75 34.  ],56.994299999999996,51.32752272727272
"[111.0, 137.0]",[27.75 34.25],68.9931,53.48480410958904
"[111.0, 138.0]",[27.75 34.5 ],79.992,57.81388588235294
"[110.0, 139.0]",[27.5  34.75],65.9934,59.137807142857135
"[110.0, 140.0]",[27.5 35. ],81.9918,59.37949134615384
"[110.0, 141.0]",[27.5  35.25],70.99289999999999,59.36649380530974
"[110.0, 142.0]",[27.5 35.5],65.9934,58.97840245901639
"[110.0, 143.0]",[27.5  35.75],65.9934,58.521511450381674
"[110.0, 144.0]",[27.5 36. ],68.9931,58.798907692307694
"[109.0, 145.0]",[27.25 36.25],51.9948,57.58956535947712
"[109.0, 146.0]",[27.25 36.5 ],57.9942,57.159376582278476
"[109.0, 147.0]",[27.25 36.75],65.9934,56.85986380368099
"[109.0, 148.0]",[27.25 37.  ],64.9935,56.24781411764705
"[109.0, 149.0]",[27.25 37.25],58.994099999999996,56.475272067039114
"[108.0, 150.0]",[27.  37.5],56.994299999999996,55.24492553191489
"[108.0, 151.0]",[27.   37.75],60.9939,55.300607772020726
"[108.0, 152.0]",[27. 38.],65.9934,55.35167386934673
"[108.0, 153.0]",[27.   38.25],76.9923,55.799810679611646
"[108.0, 154.0]",[27.  38.5],95.4034,56.36138930232558
"[107.0, 155.0]",[26.75 38.75],70.99289999999999,56.251888235294125
"[107.0, 156.0]",[26.75 39.  ],77.9922,56.40546769911505
