,type,location,bgloc,area,distance,closest_Dend,Timestep 1 (mean),Timestep 1 (min),Timestep 1 (max),Timestep 1 (RawIntDen),Timestep 1 (IntDen),Timestep 1 (bg mean)
Spine: 0,0,[ 91 792],[320 944],[110.67393600000001],16.31484217137644,0,62.511507750117424,17,105,133087,6918.3946080000005,9.250352278064819
Spine: 1,0,[163 656],[254 760],[56.142720000000004],26.71965190632626,0,65.89907407407408,18,114,71171,3699.7532640000004,54.34814814814815
Spine: 2,0,[405 835],[ 994 1014],[49.488768],30.651711237104067,0,52.01155462184874,15,91,49515,2573.98776,36.01322115384615
Spine: 3,0,[241 574],[348 677],[50.060592],51.2339147064878,0,80.42782969885774,22,134,77452,4026.264768,9.0
Spine: 4,0,[171 478],[109 419],[53.54352],55.982167077400085,0,41.50097087378641,15,69,42746,2222.108064,8.629126213592233
Spine: 5,0,[320 360],[291 238],[35.193168],93.11500516547791,0,86.16100443131462,29,168,58331,3032.2787040000003,9.0
Spine: 6,0,[409 368],[396 306],[34.517376],112.27217645291044,0,43.19427710843374,17,71,28681,1490.9531040000002,9.0
Spine: 7,0,[462 632],[ 434 1014],[67.475232],126.65421591783164,0,47.779661016949156,13,83,62018,3223.9437120000002,9.0
Spine: 8,0,[467 480],[457 648],[76.468464],127.55125352516228,0,45.547246770904145,17,71,67000,3482.9280000000003,36.54860639021074
Spine: 9,0,[549 677],[ 615 1014],[107.398944],135.27749554367531,0,69.49273959341723,17,120,143572,7463.4468480000005,8.981340704906703
Spine: 10,0,[545 438],[555 530],[59.729616],140.73865545497543,0,47.123585726718886,19,63,54145,2814.6736800000003,9.0
Spine: 11,0,[581 312],[564 178],[89.30851200000001],152.4687668194223,0,46.27648428405122,14,69,79503,4132.883952,9.023864959254947
Spine: 12,0,[637 645],[ 684 1014],[58.637952000000006],157.95883721395103,0,45.704787234042556,16,86,51555,2680.03512,8.931818181818182
Spine: 13,0,[653 445],[666 588],[26.927712],165.55716249357,0,31.72007722007722,13,46,16431,854.1491040000001,14.420849420849422
Spine: 14,0,[697 454],[779 625],[73.505376],167.906960474694,0,45.47807637906648,16,71,64306,3342.883104,9.416843595187544
Spine: 15,0,[864 757],[1014 1014],[85.149792],187.965079658015,0,47.823565323565326,17,82,78335,4072.1666400000004,15.503508771929825
Spine: 16,0,[728 214],[654  10],[46.993536],200.41840136842384,0,42.80420353982301,16,74,38695,2011.52088,50.39556135770235
Spine: 17,0,[856 641],[1014 1014],[42.62688],201.60171792119274,0,40.89878048780488,15,79,33537,1743.387408,10.288617886178862
Spine: 18,0,[902 347],[909 411],[59.677632],224.98751315175627,0,40.29616724738676,21,55,46260,2404.77984,11.136759581881533
Spine: 19,0,[977 605],[1014 1014],[80.05536000000001],238.34991105279028,0,68.36168831168831,19,120,105277,5472.719568,16.562857142857144
