Dendrite: 0,Width,Timestep 1 (Luminosity (mid.)),Timestep 1 (Luminosity (ell.))
"[107.0, 6.0]",[26.75  1.5 ],204.8054,nan
"[107.0, 6.0]",[26.75  1.5 ],204.8054,189.2717714285714
"[107.0, 7.0]",[26.75  1.75],198.806,191.49538387096774
"[108.0, 8.0]",[27.  2.],197.8061,191.49538387096774
"[108.0, 8.0]",[27.  2.],197.8061,191.86690512820516
"[108.0, 9.0]",[27.    2.25],194.8064,193.4142777777778
"[108.0, 10.0]",[27.   2.5],206.80519999999999,195.3899615384615
"[108.0, 11.0]",[27.    2.75],194.8064,196.86294406779663
"[108.0, 12.0]",[27.  3.],206.80519999999999,198.40222575757576
"[108.0, 13.0]",[27.    3.25],213.8045,199.02992602739727
"[108.0, 14.0]",[27.   3.5],216.8042,199.83008875000002
"[108.0, 15.0]",[27.    3.75],218.804,200.9267344827586
"[108.0, 16.0]",[27.  4.],247.8011,201.61539361702128
"[108.0, 17.0]",[27.    4.25],237.8021,202.68550505050504
"[108.0, 18.0]",[27.   4.5],217.8041,203.0102962962963
"[108.0, 19.0]",[27.    4.75],228.803,203.6028808695652
"[108.0, 20.0]",[27.  5.],220.8038,203.9423426229508
"[108.0, 21.0]",[27.    5.25],203.8055,204.36123100775194
"[108.0, 22.0]",[27.   5.5],214.8044,204.95983582089553
"[108.0, 23.0]",[27.    5.75],215.80429999999998,205.57243146853148
"[108.0, 24.0]",[27.  6.],194.8064,205.2238423076923
"[108.0, 25.0]",[27.    6.25],198.806,205.28335575757572
"[108.0, 26.0]",[27.   6.5],187.8071,205.27350057471267
"[108.0, 27.0]",[27.    6.75],192.8066,205.1225524590164
"[108.0, 28.0]",[27.  7.],204.8054,205.0899119791667
"[108.0, 29.0]",[27.    7.25],201.80569999999997,204.76463731343281
"[108.0, 30.0]",[27.   7.5],193.80649999999997,204.2434561904762
"[108.0, 31.0]",[27.    7.75],196.8062,203.45275525114153
"[108.0, 32.0]",[27.  8.],198.806,201.7446947368421
"[108.0, 33.0]",[27.    8.25],179.80790000000002,200.08867637130803
"[108.0, 34.0]",[27.   8.5],196.8062,198.52705609756097
"[108.0, 35.0]",[27.    8.75],189.80689999999998,197.05214078431374
"[108.0, 36.0]",[27.  9.],193.80649999999997,195.75353787878785
"[108.0, 37.0]",[27.    9.25],179.80790000000002,194.66508681318683
"[108.0, 38.0]",[27.   9.5],177.8081,192.44067578947366
"[107.0, 39.0]",[26.75  9.75],187.8071,192.52086983050847
"[107.0, 40.0]",[26.75 10.  ],178.808,192.44351727574752
"[107.0, 41.0]",[26.75 10.25],185.8073,191.65336806451612
"[107.0, 42.0]",[26.75 10.5 ],171.8087,190.99740971786832
"[107.0, 43.0]",[26.75 10.75],192.8066,190.3030268292683
"[107.0, 44.0]",[26.75 11.  ],179.80790000000002,189.50873115727006
"[107.0, 45.0]",[26.75 11.25],193.80649999999997,188.71002225433526
"[107.0, 46.0]",[26.75 11.5 ],184.8074,187.62709497206703
"[106.0, 47.0]",[26.5  11.75],195.8063,187.58307826086954
"[106.0, 48.0]",[26.5 12. ],187.8071,187.57865160427806
"[106.0, 49.0]",[26.5  12.25],189.80689999999998,187.35212167101827
"[106.0, 50.0]",[26.5 12.5],193.80649999999997,187.3361546153846
"[106.0, 51.0]",[26.5  12.75],210.8048,187.2804523929471
"[106.0, 52.0]",[26.5 13. ],181.80769999999998,187.35785544554457
"[106.0, 53.0]",[26.5  13.25],200.80579999999998,187.54453284671533
"[106.0, 54.0]",[26.5 13.5],210.8048,187.6077447368421
"[106.0, 55.0]",[26.5  13.75],202.8056,187.64299458823527
"[106.0, 56.0]",[26.5 14. ],188.807,187.577575
"[106.0, 57.0]",[26.5  14.25],170.8088,187.442693166287
"[106.0, 58.0]",[26.5 14.5],171.8087,187.27485829596407
"[106.0, 59.0]",[26.5  14.75],179.80790000000002,187.1364905077263
"[106.0, 60.0]",[26.5 15. ],183.8075,187.03928673913043
"[106.0, 61.0]",[26.5  15.25],184.8074,187.0648993576017
"[106.0, 62.0]",[26.5 15.5],200.80579999999998,187.37092016806722
"[107.0, 63.0]",[26.75 15.75],195.8063,187.27434090909088
"[107.0, 64.0]",[26.75 16.  ],193.80649999999997,187.48084448979589
"[107.0, 65.0]",[26.75 16.25],213.8045,187.6443774647887
"[107.0, 66.0]",[26.75 16.5 ],205.80530000000002,187.7577375
"[107.0, 67.0]",[26.75 16.75],192.8066,187.86603502935415
"[107.0, 68.0]",[26.75 17.  ],208.80499999999998,188.0246571428571
"[107.0, 69.0]",[26.75 17.25],219.80389999999997,188.2742779047619
"[107.0, 70.0]",[26.75 17.5 ],217.8041,188.8570508379888
"[108.0, 71.0]",[27.   17.75],231.8027,188.90724899082565
"[108.0, 72.0]",[27. 18.],216.8042,189.13540563636363
"[108.0, 73.0]",[27.   18.25],223.80349999999999,189.4292737881508
"[108.0, 74.0]",[27.  18.5],234.8024,189.68038989361702
"[108.0, 75.0]",[27.   18.75],224.8034,190.04792872154113
"[108.0, 76.0]",[27. 19.],241.80169999999998,190.36068637931032
"[109.0, 77.0]",[27.25 19.25],227.80309999999997,190.49593566552898
"[109.0, 78.0]",[27.25 19.5 ],233.80249999999998,190.7693295608108
"[109.0, 79.0]",[27.25 19.75],222.8036,190.9887471571906
"[109.0, 80.0]",[27.25 20.  ],229.8029,191.15687289256195
"[109.0, 81.0]",[27.25 20.25],223.80349999999999,191.35056143790848
"[109.0, 82.0]",[27.25 20.5 ],214.8044,191.4241333333333
"[110.0, 83.0]",[27.5  20.75],206.80519999999999,191.430924522293
"[110.0, 84.0]",[27.5 21. ],227.80309999999997,191.51110883280757
"[110.0, 85.0]",[27.5  21.25],210.8048,191.59916374999997
