Dendrite: 0,Width,Timestep 1 (Luminosity (mid.)),Timestep 1 (Luminosity (ell.))
"[146.0, 5.0]",[43.8  1.5],18.9981,19.998
"[146.0, 6.0]",[43.8  1.8],29.997,23.59764
"[145.0, 7.0]",[43.5  2.1],26.9973,24.16425
"[144.0, 8.0]",[43.2  2.4],26.9973,25.9974
"[144.0, 9.0]",[43.2  2.7],48.9951,34.39656
"[143.0, 10.0]",[42.9  3. ],75.9924,40.669836363636364
"[142.0, 11.0]",[42.6  3.3],103.40259999999999,49.67394615384615
"[142.0, 12.0]",[42.6  3.6],140.3989,57.57102666666667
"[141.0, 13.0]",[42.3  3.9],115.40140000000001,60.37300625
"[140.0, 14.0]",[42.   4.2],102.4027,63.186883333333334
"[140.0, 15.0]",[42.   4.5],95.4034,69.108265
"[139.0, 16.0]",[41.7  4.8],116.40129999999999,72.54408181818181
"[139.0, 17.0]",[41.7  5.1],112.4017,75.86555
"[138.0, 18.0]",[41.4  5.4],92.4037,77.52229230769231
"[138.0, 19.0]",[41.4  5.7],105.4024,79.04948928571427
"[137.0, 20.0]",[41.1  6. ],89.404,79.35939666666667
"[137.0, 21.0]",[41.1  6.3],100.40289999999999,80.81233548387097
"[137.0, 22.0]",[41.1  6.6],124.4005,82.87834242424242
"[136.0, 23.0]",[40.8  6.9],110.4019,84.6796657142857
"[136.0, 24.0]",[40.8  7.2],119.40100000000001,86.63756756756756
"[135.0, 25.0]",[40.5  7.5],101.4028,87.67678205128205
"[135.0, 26.0]",[40.5  7.8],116.40129999999999,88.2699075
"[135.0, 27.0]",[40.5  8.1],111.4018,89.34761904761905
"[134.0, 28.0]",[40.2  8.4],98.4031,89.89558181818181
"[134.0, 29.0]",[40.2  8.7],111.4018,90.56979130434783
"[133.0, 30.0]",[39.9  9. ],95.4034,90.32513333333333
"[133.0, 31.0]",[39.9  9.3],89.404,90.83689387755102
"[133.0, 32.0]",[39.9  9.6],115.40140000000001,92.07469019607842
"[132.0, 33.0]",[39.6  9.9],112.4017,92.4566358490566
"[132.0, 34.0]",[39.6 10.2],120.4009,93.60005090909091
"[131.0, 35.0]",[39.3 10.5],122.4007,94.31238421052632
"[131.0, 36.0]",[39.3 10.8],126.40029999999999,95.19317758620689
"[131.0, 37.0]",[39.3 11.1],145.3984,96.566715
"[130.0, 38.0]",[39.  11.4],130.3999,97.49683387096775
"[130.0, 39.0]",[39.  11.7],126.40029999999999,98.05084761904763
"[130.0, 40.0]",[39. 12.],132.3997,99.07696923076924
"[129.0, 41.0]",[38.7 12.3],135.39939999999999,99.93736268656717
"[129.0, 42.0]",[38.7 12.6],122.4007,100.68991304347827
"[128.0, 43.0]",[38.4 12.9],122.4007,101.25923521126761
"[128.0, 44.0]",[38.4 13.2],120.4009,101.5097191780822
"[127.0, 45.0]",[38.1 13.5],113.40159999999999,101.82683599999999
"[127.0, 46.0]",[38.1 13.8],110.4019,101.87388289473684
"[127.0, 47.0]",[38.1 14.1],105.4024,101.9259
"[126.0, 48.0]",[37.8 14.4],109.402,102.28778500000001
"[126.0, 49.0]",[37.8 14.7],123.4006,102.63201707317073
"[125.0, 50.0]",[37.5 15. ],129.4,103.29315714285715
"[125.0, 51.0]",[37.5 15.3],132.3997,103.80027647058823
"[125.0, 52.0]",[37.5 15.6],146.3983,104.50370689655173
"[124.0, 53.0]",[37.2 15.9],135.39939999999999,105.0856438202247
"[124.0, 54.0]",[37.2 16.2],133.3996,105.99361428571429
"[123.0, 55.0]",[36.9 16.5],136.3993,106.29269677419354
"[123.0, 56.0]",[36.9 16.8],125.4004,106.6023425531915
"[123.0, 57.0]",[36.9 17.1],135.39939999999999,107.3064375
"[122.0, 58.0]",[36.6 17.4],151.3978,108.01240306122449
"[122.0, 59.0]",[36.6 17.7],153.3976,108.49103939393939
"[122.0, 60.0]",[36.6 18. ],155.39739999999998,109.06347821782178
"[121.0, 61.0]",[36.3 18.3],136.3993,109.77871844660194
"[121.0, 62.0]",[36.3 18.6],125.4004,109.84239711538461
"[121.0, 63.0]",[36.3 18.9],116.40129999999999,109.77154285714285
"[121.0, 64.0]",[36.3 19.2],102.4027,110.01694672897197
"[120.0, 65.0]",[36.  19.5],118.4011,110.09739724770644
"[120.0, 66.0]",[36.  19.8],122.4007,110.12743545454545
"[120.0, 67.0]",[36.  20.1],113.40159999999999,110.06685135135135
"[120.0, 68.0]",[36.  20.4],103.40259999999999,109.96659734513275
"[119.0, 69.0]",[35.7 20.7],100.40289999999999,109.71842869565218
"[119.0, 70.0]",[35.7 21. ],108.4021,109.75018017241379
"[119.0, 71.0]",[35.7 21.3],113.40159999999999,109.89248888888889
"[119.0, 72.0]",[35.7 21.6],126.40029999999999,110.01868571428572
"[118.0, 73.0]",[35.4 21.9],99.403,109.80190165289257
"[118.0, 74.0]",[35.4 22.2],109.402,109.69207704918034
"[118.0, 75.0]",[35.4 22.5],96.4033,109.60842601626017
"[118.0, 76.0]",[35.4 22.8],99.403,109.72771693548387
"[118.0, 77.0]",[35.4 23.1],124.4005,109.84951825396826
"[117.0, 78.0]",[35.1 23.4],112.4017,109.8503375
"[117.0, 79.0]",[35.1 23.7],123.4006,110.11040155038759
"[117.0, 80.0]",[35.1 24. ],143.3986,110.55106153846152
"[117.0, 81.0]",[35.1 24.3],167.3962,110.92393129770993
"[117.0, 82.0]",[35.1 24.6],159.397,111.15480151515152
"[117.0, 83.0]",[35.1 24.9],141.3988,111.80329626865672
"[116.0, 84.0]",[34.8 25.2],125.4004,111.9370838235294
"[116.0, 85.0]",[34.8 25.5],118.4011,112.04265474452556
"[116.0, 86.0]",[34.8 25.8],126.40029999999999,112.02351956521738
"[116.0, 87.0]",[34.8 26.1],109.402,111.97588561151079
"[116.0, 88.0]",[34.8 26.4],105.4024,111.63860567375886
"[115.0, 89.0]",[34.5 26.7],51.9948,110.88833426573427
"[115.0, 90.0]",[34.5 27. ],61.99379999999999,110.6112826388889
"[115.0, 91.0]",[34.5 27.3],70.99289999999999,110.4208027586207
"[115.0, 92.0]",[34.5 27.6],82.9917,109.9892081632653
"[114.0, 93.0]",[34.2 27.9],60.9939,109.29128859060404
"[114.0, 94.0]",[34.2 28.2],70.99289999999999,109.06929600000001
"[114.0, 95.0]",[34.2 28.5],75.9924,108.5775855263158
"[113.0, 96.0]",[33.9 28.8],56.994299999999996,107.88170129870129
"[113.0, 97.0]",[33.9 29.1],61.99379999999999,107.71466967741935
"[113.0, 98.0]",[33.9 29.4],81.9918,107.32593184713377
"[112.0, 99.0]",[33.6 29.7],54.9945,106.61107672955974
"[112.0, 100.0]",[33.6 30. ],63.993599999999994,106.38221375
"[112.0, 101.0]",[33.6 30.3],69.993,106.0527851851852
"[111.0, 102.0]",[33.3 30.6],61.99379999999999,105.55815914634147
"[111.0, 103.0]",[33.3 30.9],69.993,105.33049272727271
"[111.0, 104.0]",[33.3 31.2],67.9932,104.96117604790419
"[110.0, 105.0]",[33.  31.5],68.9931,104.55918461538461
"[110.0, 106.0]",[33.  31.8],76.9923,104.46415470588236
"[110.0, 107.0]",[33.  32.1],88.4041,103.95250800000001
"[109.0, 108.0]",[32.7 32.4],101.4028,103.94370227272726
"[109.0, 109.0]",[32.7 32.7],102.4027,103.96889096045197
"[109.0, 110.0]",[32.7 33. ],108.4021,104.00503146067416
"[109.0, 111.0]",[32.7 33.3],110.4019,104.07055277777779
"[108.0, 112.0]",[32.4 33.6],121.4008,104.2170434065934
"[108.0, 113.0]",[32.4 33.9],116.40129999999999,104.31640765027323
"[108.0, 114.0]",[32.4 34.2],122.4007,104.46903423913044
"[108.0, 115.0]",[32.4 34.5],132.3997,104.59839135135137
"[108.0, 116.0]",[32.4 34.8],128.40009999999998,104.65647204301075
"[108.0, 117.0]",[32.4 35.1],115.40140000000001,104.71927860962568
"[108.0, 118.0]",[32.4 35.4],116.40129999999999,104.82928457446809
"[108.0, 119.0]",[32.4 35.7],125.4004,105.02806455026455
"[108.0, 120.0]",[32.4 36. ],142.3987,105.14055
"[108.0, 121.0]",[32.4 36.3],126.40029999999999,105.26232774869109
"[108.0, 122.0]",[32.4 36.6],128.40009999999998,105.28388854166667
"[108.0, 123.0]",[32.4 36.9],109.402,105.28450259067357
"[108.0, 124.0]",[32.4 37.2],105.4024,105.25418556701032
"[108.0, 125.0]",[32.4 37.5],99.403,105.25569795918368
"[109.0, 126.0]",[32.7 37.8],104.40249999999999,105.2925297979798
"[109.0, 127.0]",[32.7 38.1],101.4028,105.26795879396985
"[109.0, 128.0]",[32.7 38.4],100.40289999999999,105.29362850000001
"[109.0, 129.0]",[32.7 38.7],110.4019,105.328992039801
"[109.0, 130.0]",[32.7 39. ],112.4017,105.41350544554456
"[109.0, 131.0]",[32.7 39.3],122.4007,105.57599605911331
"[109.0, 132.0]",[32.7 39.6],138.3991,105.63396274509803
"[109.0, 133.0]",[32.7 39.9],117.4012,105.64258829268292
"[109.0, 134.0]",[32.7 40.2],107.4022,105.60929033816426
"[110.0, 135.0]",[33.  40.5],124.4005,105.71734736842104
"[110.0, 136.0]",[33.  40.8],109.402,105.80155333333333
"[110.0, 137.0]",[33.  41.1],123.4006,105.86853537735848
"[111.0, 138.0]",[33.3 41.4],130.3999,106.00902429906542
"[111.0, 139.0]",[33.3 41.7],108.4021,106.04805906976743
"[111.0, 140.0]",[33.3 42. ],114.4015,106.10987824074074
"[111.0, 141.0]",[33.3 42.3],119.40100000000001,106.11525366972477
"[112.0, 142.0]",[33.6 42.6],136.3993,106.43601318181817
"[112.0, 143.0]",[33.6 42.9],144.39849999999998,106.59874027149321
"[112.0, 144.0]",[33.6 43.2],142.3987,106.81668744394618
"[113.0, 145.0]",[33.9 43.5],162.39669999999998,107.328508
"[113.0, 146.0]",[33.9 43.8],165.3964,107.51023185840708
"[113.0, 147.0]",[33.9 44.1],148.39809999999997,107.62868678414097
"[113.0, 148.0]",[33.9 44.4],134.3995,107.81009650655022
"[114.0, 149.0]",[34.2 44.7],164.3965,108.21345064935065
"[114.0, 150.0]",[34.2 45. ],141.3988,108.29184224137931
"[114.0, 151.0]",[34.2 45.3],126.40029999999999,108.46798076923076
"[115.0, 152.0]",[34.5 45.6],150.3979,108.83179279661017
"[115.0, 153.0]",[34.5 45.9],146.3983,108.92279746835443
"[115.0, 154.0]",[34.5 46.2],130.3999,109.03139958158995
"[116.0, 155.0]",[34.8 46.5],129.4,109.1879867219917
"[116.0, 156.0]",[34.8 46.8],117.4012,109.11156666666668
"[117.0, 157.0]",[35.1 47.1],96.4033,108.99558204081633
"[117.0, 158.0]",[35.1 47.4],88.4041,108.96471707317073
"[117.0, 159.0]",[35.1 47.7],101.4028,108.86744717741935
"[118.0, 160.0]",[35.4 48. ],84.4045,108.7180872
"[118.0, 161.0]",[35.4 48.3],96.4033,108.55919444444443
"[119.0, 162.0]",[35.7 48.6],76.9923,108.37131102362204
"[119.0, 163.0]",[35.7 48.9],83.99159999999999,108.26394078431372
"[119.0, 164.0]",[35.7 49.2],80.99189999999999,108.10000155642022
"[120.0, 165.0]",[36.  49.5],80.99189999999999,107.92701235521236
"[120.0, 166.0]",[36.  49.8],98.4031,107.86346153846154
"[120.0, 167.0]",[36.  50.1],91.40379999999999,107.69807519083969
"[121.0, 168.0]",[36.3 50.4],77.9922,107.43136818181819
"[121.0, 169.0]",[36.3 50.7],75.9924,107.34291622641508
"[121.0, 170.0]",[36.3 51. ],83.99159999999999,107.2792357142857
"[121.0, 171.0]",[36.3 51.3],90.4039,107.1219119402985
"[122.0, 172.0]",[36.6 51.6],83.99159999999999,106.99437148148148
"[122.0, 173.0]",[36.6 51.9],92.4037,106.96266937269372
"[122.0, 174.0]",[36.6 52.2],98.4031,106.93487647058822
"[122.0, 175.0]",[36.6 52.5],99.403,106.88531135531134
"[122.0, 176.0]",[36.6 52.8],93.40359999999998,106.83975729927008
"[122.0, 177.0]",[36.6 53.1],94.4035,106.70466956521739
"[123.0, 178.0]",[36.9 53.4],78.9921,106.508895323741
"[123.0, 179.0]",[36.9 53.7],77.9922,106.41385268817204
"[123.0, 180.0]",[36.9 54. ],79.992,106.29449142857142
"[123.0, 181.0]",[36.9 54.3],72.9927,106.07958297872341
"[122.0, 182.0]",[36.6 54.6],77.9922,105.89938838028169
"[122.0, 183.0]",[36.6 54.9],82.9917,105.82396771929824
"[122.0, 184.0]",[36.6 55.2],84.4045,105.78053986013985
"[122.0, 185.0]",[36.6 55.5],93.40359999999998,105.71651080139372
"[122.0, 186.0]",[36.6 55.8],87.40419999999999,105.65987013888888
"[122.0, 187.0]",[36.6 56.1],89.404,105.56759411764705
"[122.0, 188.0]",[36.6 56.4],78.9921,105.46216275862068
"[122.0, 189.0]",[36.6 56.7],74.99249999999999,105.33683951890033
"[122.0, 190.0]",[36.6 57. ],68.9931,105.29254794520547
"[122.0, 191.0]",[36.6 57.3],92.4037,105.23407346938775
"[121.0, 192.0]",[36.3 57.6],121.4008,105.31966182432431
"[121.0, 193.0]",[36.3 57.9],120.4009,105.40747373737372
"[121.0, 194.0]",[36.3 58.2],131.3998,105.40410134228188
"[121.0, 195.0]",[36.3 58.5],104.40249999999999,105.38403076923076
"[121.0, 196.0]",[36.3 58.8],99.403,105.357428
"[121.0, 197.0]",[36.3 59.1],97.4032,105.31771428571427
"[121.0, 198.0]",[36.3 59.4],93.40359999999998,105.37096953642383
"[121.0, 199.0]",[36.3 59.7],121.4008,105.43047326732673
"[121.0, 200.0]",[36.3 60. ],123.4006,105.50603124999999
"[121.0, 201.0]",[36.3 60.3],128.40009999999998,105.55158852459016
"[121.0, 202.0]",[36.3 60.6],119.40100000000001,105.61972156862745
"[121.0, 203.0]",[36.3 60.9],126.40029999999999,105.66461172638435
"[121.0, 204.0]",[36.3 61.2],119.40100000000001,105.70596396103895
"[121.0, 205.0]",[36.3 61.5],118.4011,105.77617184466018
"[121.0, 206.0]",[36.3 61.8],127.4002,105.83302483870968
"[121.0, 207.0]",[36.3 62.1],123.4006,105.95381446945338
"[121.0, 208.0]",[36.3 62.4],143.3986,106.0289625
"[121.0, 209.0]",[36.3 62.7],129.4,106.11960319488817
"[121.0, 210.0]",[36.3 63. ],134.3995,106.23567238095238
"[120.0, 211.0]",[36.  63.3],131.3998,106.39443659305992
"[120.0, 212.0]",[36.  63.6],129.4,106.45105943396227
"[120.0, 213.0]",[36.  63.9],124.4005,106.55121003134795
"[120.0, 214.0]",[36.  64.2],138.3991,106.73822593749999
"[120.0, 215.0]",[36.  64.5],166.3963,106.9907769470405
"[120.0, 216.0]",[36.  64.8],187.8071,107.17526614906834
"[120.0, 217.0]",[36.  65.1],166.3963,107.30289102167183
"[120.0, 218.0]",[36.  65.4],148.39809999999997,107.45441697530863
"[120.0, 219.0]",[36.  65.7],156.3973,107.58347415384615
"[120.0, 220.0]",[36. 66.],149.398,107.69026932515337
"[120.0, 221.0]",[36.  66.3],142.3987,107.77500672782874
"[120.0, 222.0]",[36.  66.6],135.39939999999999,107.88056676829267
"[120.0, 223.0]",[36.  66.9],142.3987,107.98244589665653
"[120.0, 224.0]",[36.  67.2],141.3988,108.07158757575758
"[120.0, 225.0]",[36.  67.5],137.3992,108.22664924471297
"[120.0, 226.0]",[36.  67.8],159.397,108.37475331325302
"[120.0, 227.0]",[36.  68.1],157.3972,108.56524564564563
"[120.0, 228.0]",[36.  68.4],171.8087,108.79052185628743
"[120.0, 229.0]",[36.  68.7],183.8075,109.03236179104478
"[120.0, 230.0]",[36. 69.],189.80689999999998,109.2757380952381
"[120.0, 231.0]",[36.  69.3],190.8068,109.53547240356083
"[120.0, 232.0]",[36.  69.6],196.8062,109.70369970414201
"[120.0, 233.0]",[36.  69.9],166.3963,109.86208584070796
"[120.0, 234.0]",[36.  70.2],163.39659999999998,110.00777676470588
"[120.0, 235.0]",[36.  70.5],159.397,110.10569706744867
"[120.0, 236.0]",[36.  70.8],143.3986,110.19135000000001
"[120.0, 237.0]",[36.  71.1],139.399,110.25026705539358
"[120.0, 238.0]",[36.  71.4],130.3999,110.323375
"[120.0, 239.0]",[36.  71.7],135.39939999999999,110.410525433526
"[119.0, 240.0]",[35.7 72. ],114.4015,110.41909568965518
"[119.0, 241.0]",[35.7 72.3],117.4012,110.45629197707737
"[119.0, 242.0]",[35.7 72.6],123.4006,110.49327571428572
"[119.0, 243.0]",[35.7 72.9],123.4006,110.5556871794872
"[119.0, 244.0]",[35.7 73.2],132.3997,110.62342528409091
"[119.0, 245.0]",[35.7 73.5],134.3995,110.68511444759206
"[119.0, 246.0]",[35.7 73.8],132.3997,110.80463352112676
"[118.0, 247.0]",[35.4 74.1],134.3995,110.920012605042
"[118.0, 248.0]",[35.4 74.4],140.3989,111.01073491620112
"[118.0, 249.0]",[35.4 74.7],143.3986,111.07031420612813
"[118.0, 250.0]",[35.4 75. ],132.3997,111.16632409972298
"[117.0, 251.0]",[35.1 75.3],123.4006,111.22546694214876
"[117.0, 252.0]",[35.1 75.6],127.4002,111.2863848901099
"[117.0, 253.0]",[35.1 75.9],133.3996,111.32779287671232
"[117.0, 254.0]",[35.1 76.2],126.40029999999999,111.37178855585832
"[116.0, 255.0]",[34.8 76.5],112.4017,111.36111219512195
"[116.0, 256.0]",[34.8 76.8],109.402,111.35851972972974
"[116.0, 257.0]",[34.8 77.1],110.4019,111.36402668463612
"[116.0, 258.0]",[34.8 77.4],113.40159999999999,111.38299410187668
"[115.0, 259.0]",[34.5 77.7],105.4024,111.3217672
"[115.0, 260.0]",[34.5 78. ],104.40249999999999,111.34325452127659
"[115.0, 261.0]",[34.5 78.3],119.40100000000001,111.41236843501326
"[115.0, 262.0]",[34.5 78.6],137.3992,111.49434285714287
"[115.0, 263.0]",[34.5 78.9],142.3987,111.61018205804749
"[115.0, 264.0]",[34.5 79.2],155.39739999999998,111.7411994736842
"[115.0, 265.0]",[34.5 79.5],161.39679999999998,111.85053385826772
"[115.0, 266.0]",[34.5 79.8],153.3976,112.09989634464752
"[114.0, 267.0]",[34.2 80.1],143.3986,112.21314129870129
"[114.0, 268.0]",[34.2 80.4],144.39849999999998,112.31724637305699
"[114.0, 269.0]",[34.2 80.7],152.3977,112.43373204134366
"[114.0, 270.0]",[34.2 81. ],157.3972,112.62283917525772
"[114.0, 271.0]",[34.2 81.3],185.8073,112.77498791773779
"[114.0, 272.0]",[34.2 81.6],171.8087,112.98019717948718
"[114.0, 273.0]",[34.2 81.9],192.8066,113.18947135549871
"[114.0, 274.0]",[34.2 82.2],194.8064,113.41298239795918
"[114.0, 275.0]",[34.2 82.5],200.80579999999998,113.66843155216284
"[114.0, 276.0]",[34.2 82.8],213.8045,113.89974365482233
"[114.0, 277.0]",[34.2 83.1],204.8054,114.14001012658227
"[114.0, 278.0]",[34.2 83.4],208.80499999999998,114.38663813131312
"[114.0, 279.0]",[34.2 83.7],211.8047,114.61691183879093
"[114.0, 280.0]",[34.2 84. ],205.80530000000002,114.83095452261306
"[114.0, 281.0]",[34.2 84.3],199.80589999999998,115.00132205513783
"[114.0, 282.0]",[34.2 84.6],182.80759999999998,115.19083575
"[114.0, 283.0]",[34.2 84.9],190.8068,115.35446907730673
"[114.0, 284.0]",[34.2 85.2],180.8078,115.56454726368159
"[114.0, 285.0]",[34.2 85.5],199.80589999999998,115.74132803970224
"[114.0, 286.0]",[34.2 85.8],186.80719999999997,115.89495866336634
"[114.0, 287.0]",[34.2 86.1],177.8081,116.04042395061727
"[114.0, 288.0]",[34.2 86.4],174.80839999999998,116.13489950738915
"[114.0, 289.0]",[34.2 86.7],154.39749999999998,116.22154054054054
"[114.0, 290.0]",[34.2 87. ],151.3978,116.33226421568627
"[114.0, 291.0]",[34.2 87.3],161.39679999999998,116.45711491442543
"[114.0, 292.0]",[34.2 87.6],167.3962,116.54965243902438
"[114.0, 293.0]",[34.2 87.9],154.39749999999998,116.66850097323601
"[114.0, 294.0]",[34.2 88.2],165.3964,116.72124514563106
"[114.0, 295.0]",[34.2 88.5],138.3991,116.82941840193705
"[114.0, 296.0]",[34.2 88.8],161.39679999999998,116.91050169082125
"[114.0, 297.0]",[34.2 89.1],150.3979,116.97191903614457
