,type,location,bgloc,area,distance,closest_Dend,Timestep 1 (mean),Timestep 1 (min),Timestep 1 (max),Timestep 1 (RawIntDen),Timestep 1 (IntDen),Timestep 1 (bg mean)
Spine: 0,0,[  8 224],[ 10 206],[0.405108],0.132,0,44.210081720430104,13,101,4111,17.9098577856,1.608552688172043
Spine: 1,0,[ 17 245],[ 15 268],[0.36154800000000004],0.7747609535342564,0,31.081777108433734,9,53,2579,11.237554350000002,1.877367469879518
Spine: 2,0,[ 56 247],[ 62 275],[0.44866800000000007],3.0973906203924697,0,14.87530582524272,2,28,1532,6.674073714000001,1.0837378640776698
Spine: 3,0,[ 79 240],[ 84 265],[0.38332800000000006],4.794380439736863,0,29.99301704545455,6,60,2639,11.497163238000002,1.6293795454545454
Spine: 4,0,[ 73 220],[ 69 204],[0.30492],4.894602311249082,0,24.642811428571427,7,50,1724,7.5140860608,2.063862857142857
Spine: 5,0,[ 88 217],[ 84 202],[0.274428],5.5889967067266,0,51.845336507936516,15,101,3266,14.227812007200002,2.162795238095238
Spine: 6,0,[ 92 234],[ 96 253],[0.40075200000000005],5.603314116942632,0,28.105651086956524,11,61,2585,11.263395884400001,3.1383206521739133
Spine: 7,0,[ 92 208],[ 85 178],[0.313632],5.988056064154228,0,25.08470416666667,5,53,1806,7.867365937200001,0.8713277777777778
Spine: 8,0,[104 237],[107 268],[0.28314000000000006],6.563731519890987,0,37.875659999999996,13,103,2461,10.7241143724,1.2646153846153847
Spine: 9,0,[114 225],[115 235],[0.34412400000000004],7.185889748590457,0,66.36682658227849,30,117,5242,22.838417830800008,8.879850632911392
Spine: 10,0,[128 229],[128 251],[0.518364],8.160088214144753,0,36.97869075630253,14,64,4400,19.168422055200004,4.426725210084034
Spine: 11,0,[128 206],[128 182],[0.37026000000000003],8.160088214144753,0,17.77774705882353,5,32,1511,6.582388626,1.0435211764705883
Spine: 12,0,[136 207],[136 185],[0.30927600000000005],8.688088214144754,0,36.02214225352113,8,78,2557,11.140784067600002,1.4020098591549295
Spine: 13,0,[139 226],[139 242],[0.33541200000000004],8.886088214144753,0,34.96534285714286,8,67,2692,11.727795578400002,15.876145454545453
Spine: 14,0,[148 211],[148 197],[0.27007200000000003],9.480088214144754,0,41.773798387096775,11,74,2589,11.281933278000002,2.7973338709677416
Spine: 15,0,[165 208],[169 184],[0.25264800000000004],10.483675512435202,0,58.54771551724138,23,123,3395,14.791963230000002,0.9790413793103446
Spine: 16,0,[167 229],[161 240],[0.28314000000000006],10.985449166586154,0,48.57177846153846,14,86,3157,13.752613353600001,5.495375384615385
Spine: 17,0,[175 242],[160 270],[0.296208],11.851605979992232,0,53.545544117647054,21,98,3641,15.860618532,1.4520367647058823
Spine: 18,0,[193 221],[198 202],[0.313632],12.425640157318764,0,40.28729027777778,11,77,2900,12.635383424400002,1.4178430555555555
Spine: 19,0,[190 243],[183 266],[0.4878720000000001],12.623482501429447,0,25.608161607142858,8,52,2868,12.493505019600002,2.0822696428571428
Spine: 20,0,[207 252],[200 285],[0.32670000000000005],13.783059679729565,0,70.11468533333333,20,140,5258,22.9064676984,0.9375586666666668
Spine: 21,0,[233 225],[228 208],[0.322344],15.457282417459389,0,64.75075405405404,28,140,4791,20.872017064799998,2.260991891891892
Spine: 22,0,[245 241],[247 260],[0.36590400000000006],16.010426012958725,0,64.01194642857142,26,95,5377,23.422227246000002,2.934211904761905
Spine: 23,0,[245 224],[242 209],[0.322344],16.18103417369165,0,85.24414189189189,26,156,6308,27.477937674000003,3.4605216216216217
Spine: 24,0,[270 239],[272 260],[0.34412400000000004],17.68760503204762,0,62.43308101265822,28,127,4932,21.4847215704,2.419246835443038
Spine: 25,0,[288 246],[280 282],[0.4225320000000001],19.21045645266676,0,19.497698969072164,5,33,1891,8.2384017408,0.90170206185567
Spine: 26,0,[304 243],[298 267],[0.331056],20.246257654185616,0,54.71223815789474,13,93,4158,18.112814715600003,1.5806368421052632
Spine: 27,0,[339 257],[332 294],[0.38768400000000003],22.615002057557565,0,55.645287640449446,23,101,4952,21.572787693600006,0.887738202247191
Spine: 28,0,[350 253],[350 283],[0.47480400000000006],23.133947726449563,0,38.698787155963295,16,87,4218,18.374338936799997,1.3035275229357797
Spine: 29,0,[352 226],[352 202],[0.46173600000000004],23.26594772644956,0,13.985060377358492,2,34,1482,6.457405838400001,1.070809433962264
Spine: 30,0,[376 257],[376 295],[0.396396],25.11394772644956,0,26.631689010989007,9,55,2423,10.556694997200001,0.6366945054945056
Spine: 31,0,[388 225],[388 199],[0.32670000000000005],25.641947726449562,0,26.102942666666667,9,64,1957,8.527831369200001,1.0306333333333333
Spine: 32,0,[397 246],[394 259],[0.27007200000000003],26.31086164405022,0,86.4125741935484,33,156,5357,23.3376167376,6.4002338709677415
Spine: 33,0,[407 252],[403 274],[0.40946400000000005],27.023401609464198,0,47.36431063829787,8,87,4452,19.393980091200003,2.0575978723404256
Spine: 34,0,[468 251],[470 263],[0.29185200000000006],30.851989032186584,0,84.83332537313433,26,157,5683,24.758775676800003,3.517120895522388
