,type,location,bgloc,area,distance,closest_Dend,Timestep 1 (mean),Timestep 1 (min),Timestep 1 (max),Timestep 1 (RawIntDen),Timestep 1 (IntDen),Timestep 1 (bg mean)
Spine: 0,0,[ 33 268],[ 27 256],[0.18730800000000003],1.8687992457857052,0,37.25139534883721,7,74,1601,6.977484360000001,27.405932558139536
Spine: 1,0,[ 29 257],[ 13 225],[0.27007200000000003],1.9573475376946976,0,30.499848387096776,5,65,1890,8.2371550536,156.48834999999997
Spine: 2,0,[ 51 254],[ 38 235],[0.296208],3.440772043189491,0,73.45007794117646,18,157,4994,21.7565006868,4.875402941176469
Spine: 3,0,[ 65 269],[ 75 284],[0.40075200000000005],3.6604333208946827,0,62.170197826086955,20,146,5719,24.914831119200002,5.065798913043479
Spine: 4,0,[ 60 236],[ 37 202],[0.296208],4.620327594048705,0,32.286058823529416,6,74,2195,9.563388912000002,14.544254411764705
Spine: 5,0,[ 82 253],[ 88 264],[0.24393600000000004],5.565309891549468,0,57.868898214285714,11,114,3240,14.116307554800002,4.838555357142857
Spine: 6,0,[ 72 238],[ 60 218],[0.34848],5.621904424646496,0,95.159315,25,187,7612,33.1611180912,5.45513625
Spine: 7,0,[ 85 232],[ 77 212],[0.29185200000000006],5.977400380133421,0,42.878502985074626,9,91,2872,12.514176853200002,3.275858208955224
Spine: 8,0,[112 226],[115 198],[0.30492],7.423085831030833,0,42.26969285714286,5,140,2958,12.888874746,2.1145500000000004
Spine: 9,0,[122 226],[122 198],[0.27007200000000003],8.184317214100908,0,24.02617419354839,3,63,1489,6.488796916800001,1.919322580645161
Spine: 10,0,[155 250],[155 270],[0.42688800000000005],10.362317214100907,0,59.017238775510215,24,107,5783,25.193751026400008,2.4233030612244897
Spine: 11,0,[157 225],[157 195],[0.28314000000000006],10.494317214100908,0,50.81394307692308,9,89,3302,14.387459842800002,1.8848015384615382
Spine: 12,0,[149 234],[149 222],[0.296208],10.758317214100908,0,56.090226470588235,8,125,3814,16.614373802400003,4.9992044117647065
Spine: 13,0,[168 247],[168 261],[0.32670000000000005],11.220317214100909,0,53.002845333333326,13,123,3975,17.3160295704,4.448172
Spine: 14,0,[175 250],[176 271],[0.257004],11.630142293181818,0,55.921422033898295,19,107,3299,14.3720291484,2.5496610169491527
