Dendrite: 0,Width,Timestep 1 (Luminosity (mid.)),Timestep 1 (Luminosity (ell.))
"[102.0, 13.0]",[25.5   3.25],249.80089999999998,nan
"[102.0, 13.0]",[25.5   3.25],249.80089999999998,240.06113333333334
"[102.0, 14.0]",[25.5  3.5],253.80049999999997,239.74634999999995
"[102.0, 15.0]",[25.5   3.75],245.80129999999997,239.74634999999995
"[102.0, 15.0]",[25.5   3.75],245.80129999999997,240.13519999999997
"[102.0, 16.0]",[25.5  4. ],228.803,240.7277333333333
"[102.0, 17.0]",[25.5   4.25],226.80319999999998,241.6906
"[102.0, 18.0]",[25.5  4.5],239.80189999999996,242.6488375
"[102.0, 19.0]",[25.5   4.75],250.8008,243.44710506329113
"[102.0, 20.0]",[25.5  5. ],246.8012,244.06891511627907
"[102.0, 21.0]",[25.5   5.25],253.80049999999997,244.51110645161287
"[102.0, 22.0]",[25.5  5.5],247.8011,245.091371
"[102.0, 23.0]",[25.5   5.75],253.80049999999997,245.7747539823009
"[102.0, 24.0]",[25.5  6. ],253.80049999999997,246.0471770491803
"[102.0, 25.0]",[25.5   6.25],253.80049999999997,246.42719160305344
"[102.0, 26.0]",[25.5  6.5],251.8007,246.78691571428573
"[102.0, 27.0]",[25.5   6.75],253.80049999999997,247.00923288590602
"[102.0, 28.0]",[25.5  7. ],253.80049999999997,247.29482151898733
"[102.0, 29.0]",[25.5   7.25],253.80049999999997,247.59752754491018
"[102.0, 30.0]",[25.5  7.5],253.80049999999997,247.79535344827585
"[102.0, 31.0]",[25.5   7.75],253.80049999999997,247.97787790055244
"[102.0, 32.0]",[25.5  8. ],253.80049999999997,248.13617287234038
"[102.0, 33.0]",[25.5   8.25],253.80049999999997,248.2984861538461
"[102.0, 34.0]",[25.5  8.5],253.80049999999997,248.45944999999998
"[102.0, 35.0]",[25.5   8.75],253.80049999999997,248.58092631578947
"[102.0, 36.0]",[25.5  9. ],253.80049999999997,248.7500791666666
"[102.0, 37.0]",[25.5   9.25],253.80049999999997,248.87722556053808
"[102.0, 38.0]",[25.5  9.5],253.80049999999997,249.00097999999994
"[102.0, 39.0]",[25.5   9.75],253.80049999999997,249.1427379746835
"[102.0, 40.0]",[25.5 10. ],253.80049999999997,249.21831363636363
"[102.0, 41.0]",[25.5  10.25],253.80049999999997,249.3471301204819
"[102.0, 42.0]",[25.5 10.5],253.80049999999997,249.468901953125
"[102.0, 43.0]",[25.5  10.75],253.80049999999997,249.56138022813687
"[102.0, 44.0]",[25.5 11. ],253.80049999999997,249.67128333333338
"[102.0, 45.0]",[25.5  11.25],253.80049999999997,249.77563176895305
"[102.0, 46.0]",[25.5 11.5],253.80049999999997,249.87483626760564
"[102.0, 47.0]",[25.5  11.75],253.80049999999997,249.96926804123711
"[102.0, 48.0]",[25.5 12. ],253.80049999999997,250.05926342281873
"[102.0, 49.0]",[25.5  12.25],253.80049999999997,250.14512786885246
"[102.0, 50.0]",[25.5 12.5],253.80049999999997,250.2271394230769
"[102.0, 51.0]",[25.5  12.75],253.80049999999997,250.3055517241379
"[102.0, 52.0]",[25.5 13. ],253.80049999999997,250.38059662576683
"[102.0, 53.0]",[25.5  13.25],253.80049999999997,250.44648108108106
"[102.0, 54.0]",[25.5 13.5],253.80049999999997,250.50377088235288
"[102.0, 55.0]",[25.5  13.75],253.80049999999997,250.56163083573486
"[102.0, 56.0]",[25.5 14. ],253.80049999999997,250.62567627118642
"[102.0, 57.0]",[25.5  14.25],253.80049999999997,250.68723795013847
"[102.0, 58.0]",[25.5 14.5],253.80049999999997,250.74645760869566
"[102.0, 59.0]",[25.5  14.75],253.80049999999997,250.8034664
