,type,location,bgloc,area,distance,closest_Dend,Timestep 1 (mean),Timestep 1 (min),Timestep 1 (max),Timestep 1 (RawIntDen),Timestep 1 (IntDen),Timestep 1 (bg mean)
Spine: 0,0,[109 144],[148 678],[60.56136],29.564836780216517,0,61.23519313304721,17,116,71339,3708.4865760000002,8.133047210300429
Spine: 1,0,[173 195],[135 238],[67.475232],46.077288393278124,0,60.71186440677966,22,124,78804,4096.547136,8.55084745762712
Spine: 2,0,[237 165],[270 113],[31.762224],53.65799576292962,0,55.52373158756137,15,120,33925,1763.5572000000002,9.014729950900163
Spine: 3,0,[192 256],[175 668],[61.185168000000004],56.31538346975569,0,72.13678844519966,19,120,84905,4413.7015200000005,8.265080713678845
Spine: 4,0,[323 213],[350 170],[40.495536],76.29382018423966,0,78.71758664955071,22,135,61321,3187.710864,9.10012836970475
Spine: 5,0,[403 198],[192 449],[68.203008],86.06005052261246,0,83.37271341463415,24,141,109385,5686.26984,8.554878048780488
Spine: 6,0,[329 341],[327 380],[58.118112],95.08838742267974,0,80.80948121645795,16,165,90345,4696.49448,29.435599284436492
Spine: 7,0,[365 374],[247 783],[99.133488],104.79529282419709,0,90.395385422129,23,162,172384,8961.209856000001,9.041950707918197
Spine: 8,0,[469 283],[551 186],[93.62318400000001],111.29846497229273,0,74.2493059411438,19,130,133723,6951.456432,9.002776235424765
Spine: 9,0,[419 493],[366 775],[80.41924800000001],126.59123907976195,0,107.00258564964447,31,177,165533,8605.067472,9.191984486102132
Spine: 10,0,[315 808],[834 463],[39.871728000000004],137.5014619555789,0,86.91916558018254,23,155,66667,3465.6173280000003,51.62059973924381
Spine: 11,0,[489 608],[634 440],[147.062736],155.05196537346524,0,87.54188759278897,22,147,247656,12874.149504,82.16896429833864
Spine: 12,0,[592 504],[421 765],[76.520448],162.35460366061974,0,69.49524456521739,18,126,102297,5317.807248,9.424592391304348
Spine: 13,0,[475 857],[828 753],[77.92401600000001],164.15948672177876,0,61.14076050700467,17,114,91650,4764.3336,24.40293529019346
Spine: 14,0,[501 773],[779 856],[43.614576],168.1279502633218,0,76.81525625744935,19,119,64448,3350.2648320000003,142.40405244338498
Spine: 15,0,[680 547],[490 768],[100.693008],176.07703582209888,0,66.30665978316985,15,120,128436,6676.617024,66.6618482188952
Spine: 16,0,[681 733],[ 681 1014],[53.959392],176.30503582209886,0,62.76878612716763,15,116,65154,3386.965536,24.406398104265403
Spine: 17,0,[753 409],[768 354],[174.510288],191.48314723015412,0,130.00625558534406,19,202,436431,22687.429104000003,9.396782841823056
Spine: 18,0,[873 389],[638 857],[80.83512],223.80255016964531,0,92.09067524115756,23,148,143201,7444.160784000001,11.870096463022508
