,type,location,bgloc,area,distance,closest_Dend,Timestep 1 (mean),Timestep 1 (min),Timestep 1 (max),Timestep 1 (RawIntDen),Timestep 1 (IntDen),Timestep 1 (bg mean)
Spine: 0,0,[411 277],[259 286],[120.810816],58.518913028567034,0,55.59036144578313,13,101,129192,6715.916928000001,8.211273666092943
Spine: 1,0,[421 371],[278 390],[80.783136],78.75438614702107,0,63.361647361647364,15,129,98464,5118.552576,8.458172458172458
Spine: 2,0,[425 409],[286 443],[115.40448],94.33947178129523,0,48.69234234234234,12,86,108097,5619.314448,8.065315315315315
Spine: 3,0,[643 449],[909 432],[31.398336],101.86190155958914,0,33.408940397350996,10,60,20179,1048.985136,8.001655629139073
Spine: 4,0,[414 504],[229 482],[102.460464],114.21345332728168,0,57.35109081684424,19,97,113039,5876.219376,8.23896499238965
Spine: 5,0,[449 579],[339 579],[56.402640000000005],128.9174656696713,0,65.68755760368664,22,134,71271,3704.951664,8.280184331797235
Spine: 6,0,[569 614],[699 614],[32.541984],136.8974656696713,0,43.915335463258785,13,86,27491,1429.092144,8.054313099041533
Spine: 7,0,[576 729],[741 780],[47.877264000000004],159.83823621680574,0,44.5971769815418,12,84,41074,2135.1908160000003,8.011943539630836
Spine: 8,0,[427 769],[322 762],[59.625648000000005],173.68918427259456,0,36.48125544899739,18,51,41844,2175.218496,8.089799476896252
Spine: 9,0,[526 827],[629 865],[100.017216],182.02952394416454,0,78.98596673596674,16,134,151969,7899.956496000001,8.084719334719335
Spine: 10,0,[491 936],[585 959],[46.00584],209.37308167767668,0,54.51864406779661,15,103,48249,2508.176016,8.36271186440678
Spine: 11,0,[523 976],[ 695 1014],[65.967696],214.30449833172958,0,37.520882584712375,15,60,47614,2475.166176,8.11180679785331
