,type,location,bgloc,area,distance,closest_Dend,Timestep 1 (mean),Timestep 1 (min),Timestep 1 (max),Timestep 1 (RawIntDen),Timestep 1 (IntDen),Timestep 1 (bg mean)
Spine: 0,0,[ 54 369],[10 33],[43.614576],21.017772292307615,0,36.24076281287247,11,70,30406,1580.625504,7.329577464788732
Spine: 1,0,[187 614],[207 784],[39.611808],34.81870457141584,0,39.71128608923885,13,66,30260,1573.03584,8.009186351706036
Spine: 2,0,[193 593],[208 723],[30.774528],36.74742740278699,0,32.26182432432432,18,45,19099,992.8424160000001,8.0
Spine: 3,0,[209 632],[234 843],[37.376496],39.3100028078482,0,36.19193324061196,14,62,26022,1352.727648,8.03616133518776
Spine: 4,0,[254 349],[202  31],[38.884032000000005],58.88149608468093,0,31.763368983957218,15,55,23759,1235.087856,8.0
Spine: 5,0,[296 403],[272 203],[64.928016],68.65182120704183,0,38.22257806244996,13,68,47740,2481.71616,8.0
Spine: 6,0,[358 598],[334 789],[44.134416],79.55992238687793,0,43.686690223792695,13,65,37090,1928.0865600000002,8.393404004711424
Spine: 7,0,[377 632],[345 885],[57.390336000000005],84.81998741133707,0,36.046195652173914,13,57,39795,2068.70328,8.354166666666666
Spine: 8,0,[480 603],[516 811],[116.964],102.18163837413559,0,89.50977777777777,26,162,201397,10469.421648000001,8.005777777777778
Spine: 9,0,[649 337],[668  17],[38.052288000000004],141.14453420661718,0,36.790983606557376,14,66,26931,1399.981104,8.001366120218579
Spine: 10,0,[673 382],[744 166],[41.691168000000005],153.7972755684815,0,34.901496259351624,15,68,27991,1455.0841440000002,8.0
Spine: 11,0,[686 622],[660 848],[72.51768],155.08246552620074,0,41.826523297491036,14,78,58348,3033.162432,8.005017921146953
Spine: 12,0,[749 609],[804 812],[80.471232],160.3472510276573,0,48.18346253229974,16,81,74588,3877.3825920000004,8.0
Spine: 13,0,[715 614],[768 809],[107.970768],163.28679868516676,0,58.6957149735195,16,111,121911,6337.421424,8.0
Spine: 14,0,[728 395],[687 184],[21.729312],166.7180139610638,0,34.8755980861244,15,56,14578,757.822752,8.0
Spine: 15,0,[779 609],[779 831],[67.475232],173.7798408057551,0,43.570878274268104,14,65,56555,2939.95512,8.0
Spine: 16,0,[790 363],[790  93],[20.117808],176.2878408057551,0,28.37467700258398,13,44,10981,570.836304,8.007751937984496
Spine: 17,0,[832 558],[808 668],[47.513376],188.62756713575988,0,38.413566739606125,14,57,35110,1825.15824,8.12910284463895
Spine: 18,0,[864 593],[823 753],[102.87633600000001],198.10446073352907,0,49.46841839312784,13,95,97898,5089.129632,8.0
Spine: 19,0,[859 664],[784 960],[50.840352],200.92466498145154,0,38.06748466257669,14,57,37230,1935.3643200000001,8.001022494887525
Spine: 20,0,[974 595],[969 759],[36.804672000000004],219.10373301337984,0,38.24858757062147,18,68,27080,1407.7267200000001,8.0
