,type,location,bgloc,area,distance,closest_Dend,Timestep 1 (mean),Timestep 1 (min),Timestep 1 (max),Timestep 1 (RawIntDen),Timestep 1 (IntDen),Timestep 1 (bg mean)
Spine: 0,0,[286 498],[262 482],[6.303743999999999],0.0,0,1329.8026315789473,270,4007,101065,8382.735359999999,60.5921052631579
Spine: 1,0,[310 503],[326 502],[5.225471999999999],2.3263739223735076,0,942.031746031746,318,2122,59348,4922.560511999999,97.2063492063492
Spine: 2,0,[320 438],[311 436],[5.308415999999999],20.89414910809851,0,1139.90625,273,2594,72954,6051.096575999999,112.4375
Spine: 3,0,[315 420],[291 414],[5.059583999999999],25.582520680122407,0,917.4098360655738,222,2726,55962,4641.712127999999,60.08196721311475
Spine: 4,0,[349 368],[353 371],[2.2394879999999997],43.080361407261684,0,1873.0740740740741,775,2976,50573,4194.726911999999,328.22222222222223
Spine: 5,0,[369 349],[382 357],[5.80608],50.67133932963803,0,1501.8428571428572,387,3154,105129,8719.819775999998,70.81428571428572
Spine: 6,0,[363 338],[359 336],[3.9813119999999995],52.600717260731656,0,1397.9166666666667,324,2969,67100,5565.542399999999,297.7708333333333
Spine: 7,0,[361 324],[349 324],[4.727808],56.91563827475236,0,1126.6315789473683,249,2879,64218,5326.497791999999,83.05263157894737
Spine: 8,0,[361 316],[349 316],[5.474303999999999],59.219638274752356,0,1152.8939393939395,184,3113,76091,6311.291903999999,83.89393939393939
Spine: 9,0,[372 315],[382 315],[3.4007039999999997],59.50763827475236,0,1471.6829268292684,462,3263,60339,5004.758016,96.36585365853658
Spine: 10,0,[372 297],[385 295],[2.0736],64.45325697186361,0,889.4,290,2050,22235,1844.2598399999997,80.72
Spine: 11,0,[373 283],[389 280],[5.889023999999999],68.46234510644994,0,1254.0140845070423,306,2918,89035,7384.919039999999,70.63380281690141
Spine: 12,0,[361 282],[353 282],[1.8247679999999997],69.17678517768378,0,832.4090909090909,328,1734,18313,1518.953472,136.63636363636363
Spine: 13,0,[371 275],[385 273],[6.884351999999999],70.81999734152163,0,1731.2289156626507,428,3486,143692,11918.389247999998,83.57831325301204
Spine: 14,0,[353 247],[341 247],[3.31776],79.27397817573667,0,1084.425,233,2493,43377,3597.8618879999995,80.525
Spine: 15,0,[366 232],[378 234],[6.2208],83.91365088433524,0,976.6933333333334,250,2323,73252,6075.813888,83.33333333333333
Spine: 16,0,[353 219],[339 219],[6.303743999999999],87.36181378446256,0,1463.7894736842106,364,3603,111248,9227.354111999999,78.69736842105263
Spine: 17,0,[361 205],[352 201],[1.3271039999999998],91.18570101114358,0,1208.0,371,2315,19328,1603.1416319999998,108.9375
Spine: 18,0,[361 187],[339 176],[5.640191999999999],95.77447024235825,0,1083.9411764705883,241,3712,73708,6113.6363519999995,61.98529411764706
Spine: 19,0,[382 188],[396 193],[5.39136],98.06593972270309,0,1587.5384615384614,440,4020,103190,8558.991359999998,80.50769230769231
Spine: 20,0,[384 174],[391 177],[2.8200959999999995],101.91651825514244,0,1370.5882352941176,425,3110,46600,3865.1903999999995,130.64705882352942
Spine: 21,0,[388 161],[396 162],[2.2394879999999997],106.28783576447661,0,1327.6296296296296,609,2826,35846,2973.210624,126.22222222222223
Spine: 22,0,[380 133],[364 127],[5.5572479999999995],113.15867630852446,0,1551.5820895522388,300,3507,103956,8622.526463999999,70.16417910447761
Spine: 23,0,[382 127],[366 121],[1.1612159999999998],114.61585385433008,0,1207.857142857143,518,2197,16910,1402.5830399999998,71.14285714285714
Spine: 24,0,[388 125],[381 122],[1.5759359999999998],115.62995860615499,0,2633.315789473684,1483,3848,50033,4149.9371519999995,203.31578947368422
Spine: 25,0,[419  53],[414  50],[6.884351999999999],138.18817105596187,0,1004.6987951807229,272,2604,83390,6916.700159999999,495.48192771084337
Spine: 26,0,[452  33],[454  37],[2.2394879999999997],149.44552820775036,0,1457.4814814814815,401,2733,39352,3264.0122879999994,341.9259259259259
Spine: 27,0,[461  26],[461  26],[2.8200959999999995],152.66546609535,0,1856.8529411764705,530,3058,63133,5236.503551999999,1856.8529411764705
