Dendrite: 0,Width,Timestep 1 (Luminosity (mid.)),Timestep 1 (Luminosity (ell.))
"[112.0, 128.0]",[28. 32.],46.99529999999999,49.79502
"[112.0, 129.0]",[28.   32.25],51.9948,48.645135
"[112.0, 130.0]",[28.  32.5],45.9954,49.355064
"[112.0, 131.0]",[28.   32.75],55.9944,49.94210333333332
"[112.0, 132.0]",[28. 33.],52.9947,50.53078108108108
"[112.0, 133.0]",[28.   33.25],56.994299999999996,55.14109361702128
"[111.0, 134.0]",[27.75 33.5 ],40.9959,51.326174074074075
"[111.0, 135.0]",[27.75 33.75],52.9947,51.57358852459017
"[111.0, 136.0]",[27.75 34.  ],56.994299999999996,52.445004545454545
"[111.0, 137.0]",[27.75 34.25],68.9931,54.23488219178082
"[111.0, 138.0]",[27.75 34.5 ],79.992,56.22914125
"[111.0, 139.0]",[27.75 34.75],70.99289999999999,58.25877126436781
"[110.0, 140.0]",[27.5 35. ],81.9918,58.919852127659574
"[110.0, 141.0]",[27.5  35.25],70.99289999999999,59.034296
"[110.0, 142.0]",[27.5 35.5],65.9934,58.87280373831775
"[110.0, 143.0]",[27.5  35.75],65.9934,58.546951754385965
"[110.0, 144.0]",[27.5 36. ],68.9931,59.035583471074375
"[109.0, 145.0]",[27.25 36.25],51.9948,57.752192968749995
"[109.0, 146.0]",[27.25 36.5 ],57.9942,57.52071353383458
"[109.0, 147.0]",[27.25 36.75],65.9934,57.47969264705882
"[109.0, 148.0]",[27.25 37.  ],64.9935,57.32534604316546
"[109.0, 149.0]",[27.25 37.25],58.994099999999996,57.2479366197183
"[109.0, 150.0]",[27.25 37.5 ],61.99379999999999,57.263376551724136
"[108.0, 151.0]",[27.   37.75],60.9939,57.19441333333334
"[108.0, 152.0]",[27. 38.],65.9934,57.49764836601306
"[108.0, 153.0]",[27.   38.25],76.9923,57.96855987654321
"[108.0, 154.0]",[27.  38.5],95.4034,58.40042215568862
"[108.0, 155.0]",[27.   38.75],83.99159999999999,58.64820409356725
"[107.0, 156.0]",[26.75 39.  ],77.9922,58.5213713483146
"[107.0, 157.0]",[26.75 39.25],69.993,58.67634972677595
"[107.0, 158.0]",[26.75 39.5 ],67.9932,58.848124731182786
"[107.0, 159.0]",[26.75 39.75],65.9934,58.866313227513224
"[106.0, 160.0]",[26.5 40. ],59.994,58.74205282051281
"[106.0, 161.0]",[26.5  40.25],58.994099999999996,58.76607171717171
"[106.0, 162.0]",[26.5 40.5],63.993599999999994,58.8391199004975
"[106.0, 163.0]",[26.5  40.75],61.99379999999999,58.993344607843134
"[105.0, 164.0]",[26.25 41.  ],64.9935,58.993362679425836
"[105.0, 165.0]",[26.25 41.25],66.9933,59.02638867924527
"[105.0, 166.0]",[26.25 41.5 ],63.993599999999994,59.1329041860465
"[104.0, 167.0]",[26.   41.75],60.9939,59.0024515837104
"[104.0, 168.0]",[26. 42.],61.99379999999999,58.88378596491228
"[104.0, 169.0]",[26.   42.25],64.9935,58.540495299145306
"[103.0, 170.0]",[25.75 42.5 ],72.9927,58.61016291666667
"[103.0, 171.0]",[25.75 42.75],76.9923,58.62724732510288
"[102.0, 172.0]",[25.5 43. ],70.99289999999999,58.758681781376524
"[102.0, 173.0]",[25.5  43.25],72.9927,58.91316787148594
"[101.0, 174.0]",[25.25 43.5 ],81.9918,59.05647913385826
"[101.0, 175.0]",[25.25 43.75],77.9922,59.126297265625
"[100.0, 176.0]",[25. 44.],70.99289999999999,59.127595785440604
"[100.0, 177.0]",[25.   44.25],77.9922,59.195014828897335
"[99.0, 178.0]",[24.75 44.5 ],67.9932,59.162676691729324
"[98.0, 179.0]",[24.5  44.75],57.9942,59.0378073800738
"[98.0, 180.0]",[24.5 45. ],63.993599999999994,59.092426739926736
"[97.0, 181.0]",[24.25 45.25],64.9935,59.11671775362319
"[96.0, 182.0]",[24.  45.5],69.993,59.17274121863798
"[95.0, 183.0]",[23.75 45.75],65.9934,59.29848758865247
"[94.0, 184.0]",[23.5 46. ],67.9932,59.426543859649115
"[93.0, 185.0]",[23.25 46.25],69.993,59.51243566433566
"[93.0, 186.0]",[23.25 46.5 ],83.99159999999999,59.718457586206895
"[92.0, 187.0]",[23.   46.75],66.9933,59.73151672354949
"[91.0, 188.0]",[22.75 47.  ],63.993599999999994,59.72742094594594
"[90.0, 189.0]",[22.5  47.25],57.9942,59.669901003344485
"[89.0, 190.0]",[22.25 47.5 ],56.994299999999996,59.51077434210526
"[88.0, 191.0]",[22.   47.75],54.9945,59.013414603174596
"[87.0, 192.0]",[21.75 48.  ],51.9948,58.814256832298135
"[86.0, 193.0]",[21.5  48.25],64.9935,58.86974984802431
"[85.0, 194.0]",[21.25 48.5 ],74.99249999999999,59.05583373493975
"[84.0, 195.0]",[21.   48.75],91.40379999999999,59.32492047477744
"[83.0, 196.0]",[20.75 49.  ],75.9924,59.562240643274855
"[82.0, 197.0]",[20.5  49.25],76.9923,59.878964022662885
"[81.0, 198.0]",[20.25 49.5 ],77.9922,60.017961666666665
"[80.0, 199.0]",[20.   49.75],65.9934,59.91700723860589
"[79.0, 200.0]",[19.75 50.  ],69.993,59.95898184210526
"[78.0, 201.0]",[19.5  50.25],62.9937,59.84076408268733
"[77.0, 202.0]",[19.25 50.5 ],60.9939,59.76246358974359
"[76.0, 203.0]",[19.   50.75],44.9955,59.649738676844784
"[75.0, 204.0]",[18.75 51.  ],41.995799999999996,59.581646717171715
"[74.0, 205.0]",[18.5  51.25],56.994299999999996,59.54214486215538
"[73.0, 206.0]",[18.25 51.5 ],62.9937,59.59076975
"[73.0, 207.0]",[18.25 51.75],78.9921,59.775437128712866
"[72.0, 208.0]",[18. 52.],79.992,59.90971302211302
"[71.0, 209.0]",[17.75 52.25],81.9918,60.078180975609754
"[70.0, 210.0]",[17.5 52.5],86.4043,60.20446464891041
"[69.0, 211.0]",[17.25 52.75],81.9918,60.292872836538464
"[68.0, 212.0]",[17. 53.],72.9927,60.35615107398568
"[67.0, 213.0]",[16.75 53.25],70.99289999999999,60.35357654028436
"[66.0, 214.0]",[16.5 53.5],60.9939,60.31104235294117
"[65.0, 215.0]",[16.25 53.75],50.9949,60.27377686915888
"[64.0, 216.0]",[16. 54.],57.9942,60.246309976798145
"[63.0, 217.0]",[15.75 54.25],59.994,60.172322706422015
"[63.0, 218.0]",[15.75 54.5 ],40.9959,59.79211176470588
"[62.0, 219.0]",[15.5  54.75],42.9957,59.604232438478746
"[61.0, 220.0]",[15.25 55.  ],39.996,59.420509734513274
"[60.0, 221.0]",[15.   55.25],43.995599999999996,59.40231516483516
"[59.0, 222.0]",[14.75 55.5 ],63.993599999999994,59.534442391304346
