,type,location,bgloc,area,distance,closest_Dend,Timestep 1 (mean),Timestep 1 (min),Timestep 1 (max),Timestep 1 (RawIntDen),Timestep 1 (IntDen),Timestep 1 (bg mean)
Spine: 0,0,[ 40 971],[740 187],[64.668096],5.363343208111896,0,54.83360128617363,19,88,68213,3545.9845920000002,8.668006430868168
Spine: 1,0,[158 925],[729 299],[74.12918400000001],24.133776403181585,0,114.27138849929874,27,193,162951,8470.844784,41.79523141654979
Spine: 2,0,[187 856],[257 707],[63.732384],38.442222364551334,0,100.85481239804241,30,164,123648,6427.717632,55.83442088091354
Spine: 3,0,[ 83 726],[395 643],[40.911408],58.54100951423965,0,44.141041931385004,15,95,34739,1805.872176,63.99110546378653
Spine: 4,0,[235 760],[285 803],[26.407872],75.0838690787942,0,44.976377952755904,13,91,22848,1187.730432,13.600393700787402
Spine: 5,0,[277 758],[655 423],[104.38387200000001],76.09467879593386,0,54.64342629482072,16,88,109724,5703.892416000001,58.61205179282869
Spine: 6,0,[205 654],[804 595],[43.770528],81.5250483588903,0,42.39311163895487,17,74,35695,1855.56888,12.123515439429928
Spine: 7,0,[241 579],[703 754],[58.014144],93.68379082882795,0,76.07616487455198,20,130,84901,4413.493584,8.063620071684587
Spine: 8,0,[326 736],[373 806],[58.793904000000005],93.72792688357444,0,57.644562334217504,19,114,65196,3389.1488640000002,9.007957559681698
Spine: 9,0,[382 688],[818 813],[55.570896000000005],115.0928662634553,0,63.12628624883068,16,121,67482,3507.984288,9.728718428437793
Spine: 10,0,[416 680],[734 943],[76.208544],122.02821512618071,0,99.21418826739426,30,161,145448,7560.9688320000005,13.511596180081856
Spine: 11,0,[505 643],[557 709],[78.23592000000001],139.71252070479173,0,86.4578073089701,22,128,130119,6764.106096,9.013289036544851
Spine: 12,0,[467 533],[391 436],[51.048288],148.4764367455631,0,48.40020366598778,15,95,47529,2470.7475360000003,9.0
Spine: 13,0,[565 617],[645 719],[80.57520000000001],154.2689126608004,0,51.44064516129032,15,81,79733,4144.840272,8.583225806451614
Spine: 14,0,[488 486],[394 345],[99.54936000000001],163.44800375892737,0,94.18537859007833,27,148,180365,9376.09416,9.000522193211488
Spine: 15,0,[608 576],[690 661],[96.014448],166.39040287489888,0,80.53275582024905,14,122,148744,7732.308096000001,8.632918245804007
Spine: 16,0,[523 462],[409 344],[84.52598400000001],170.45973186765013,0,89.98831488314883,25,155,146321,7606.350864,9.0
Spine: 17,0,[653 357],[583 269],[119.615184],207.41081237268938,0,107.79269882659713,30,189,248031,12893.643504000001,8.948283355063015
Spine: 18,0,[821 392],[893 493],[129.856032],233.47776367790846,0,108.98759007205764,33,179,272251,14152.695984,8.200560448358686
Spine: 19,0,[744 272],[632 182],[147.062736],239.83079979883843,0,93.05478967833156,22,134,263252,13684.891968,8.649699540473666
Spine: 20,0,[856 189],[815 158],[83.486304],270.91201885326853,0,94.28393524283935,33,156,151420,7871.417280000001,11.095267745952677
Spine: 21,0,[969 243],[1014  383],[79.53552],282.5743607469821,0,58.41960784313726,16,103,89382,4646.4338880000005,8.041459369817579
Spine: 22,0,[997 227],[1014  362],[49.540752000000005],286.83935078418756,0,50.74816369359916,14,85,48363,2514.1021920000003,8.0225
Spine: 23,0,[1005  190],[1014  280],[32.957856],290.7428821553933,0,41.58832807570978,13,83,26367,1370.6621280000002,8.486486486486486
